method,time,ax_raw_m_s2,ux_m,vx_m_s,ax_m_s2,ay_raw_m_s2,uy_m,vy_m_s,ay_m_s2,az_raw_m_s2,uz_m,vz_m_s,az_m_s2
chrono,4.6465000000000005,-0.003034747407629294,-0.01917095351994713,-0.0048102398498483,3.184811262163518e-05,-0.0005881721320521177,0.06798534243423107,0.0146426396578276,-2.124115877441449e-06,-0.0007533989263089412,4.895787256867123e-06,-9.319521608149356e-06,0.0002906330639841664
chrono,4.647,0.0031533611397755296,-0.019173357851531736,-0.0048086631692784,-2.051440394002622e-05,0.001083125764058706,0.06799266402484141,0.0146431812207096,-9.032534453791522e-06,0.0011699022774117646,4.8914199716324024e-06,-8.734570469443414e-06,0.00031307423925665495
chrono,4.6475,-0.005639613577300706,-0.019175763593019757,-0.0048114829760671,-9.024343919996597e-05,-0.001539786678557647,0.06799998523050507,0.0146424113273704,-1.77596609219738e-05,0.0008408606901897647,4.8872629015702274e-06,-8.314140124348484e-06,0.0002529856825658214
chrono,4.648,-0.0032227577327324703,-0.01917817014019718,-0.0048130943549335,-0.00012974825943246526,-0.001196933888255059,0.06800730613693531,0.0146418128604262,-2.9123124973579617e-05,0.0002455431914005882,4.8831672173059035e-06,-8.19136852864814e-06,0.00018387591969185293
chrono,4.6485,0.0030451712683604703,-0.0191805759260818,-0.0048115717692993,-0.00018589406609361878,0.0013085377139844705,0.06801462737049987,0.0146424671292832,-6.873115848152501e-05,-4.9537294400265026e-06,4.87907029460922e-06,-8.193845393368153e-06,0.0002570378038549117
chrono,4.649,-0.0021586031994395294,-0.019182982251617187,-0.004812651070899,-0.00014139125694744663,-0.0009420541360778824,0.068021948368551,0.0146419961022152,-5.6594155556476304e-05,-0.001765915435164706,4.874531893053744e-06,-9.07680311095056e-06,0.0003072610459600968
chrono,4.6495,0.0032848614322861175,-0.019185387755937366,-0.0048110086401829,-0.00012693732960267472,0.000967736778554,0.06802926960853636,0.0146424799706045,-5.184225348185363e-05,-0.00046991464086329417,4.869876012838053e-06,-9.31176043138221e-06,0.00021943050533560328
chrono,4.65,-0.00010045378868920179,-0.01918779328537079,-0.0048110588670772,-0.00013907232161803772,-0.00036833114571200004,0.06803659075643889,0.0146422958050316,-5.481031476869152e-05,-0.0034911918764191766,4.864347334653257e-06,-1.1057356369591856e-05,0.00018207651069810542
chrono,4.6505,0.0022840684307007058,-0.019190198243787315,-0.0048099168328619,-4.0817012271179765e-05,0.000809783702062,0.06804391210678731,0.0146427006968826,-2.459426151711332e-05,5.109220304921621e-06,4.858819933773538e-06,-1.1054801759439396e-05,0.00017720700195230057
chrono,4.651,-0.004036499732462824,-0.019192604211328734,-0.0048119350827281,1.7958167127714582e-06,-0.0015594355445658825,0.06805123306727687,0.0146419209791103,-3.7837851649554994e-06,0.001091147300295647,4.853565319718892e-06,-1.0509228109291542e-05,0.00019761578782018292
chrono,4.6515,0.0023185123580565883,-0.01919500959924192,-0.0048107758265491,-9.102432363456571e-05,0.0007650585751448236,0.06805855421903109,0.0146423035083979,-2.7555701559858963e-05,0.0005485185958741176,4.848447835313214e-06,-1.023496881135448e-05,0.00021175179334264775
chrono,4.652,0.00033676440277082356,-0.019197414902964338,-0.0048106074443477,3.029958061950602e-05,0.00030859427059529414,0.06806587544793388,0.0146424578055332,1.7932590354574322e-05,0.0013802922809809412,4.843675423977782e-06,-9.544822670863985e-06,0.00024455399828125324
chrono,4.6525,0.0018718705061109412,-0.01919981973871876,-0.0048096715090946,8.1490515875704e-05,0.000752471143252,0.06807319686495442,0.0146428340411048,3.2653648245423676e-05,0.0021455970372898825,4.839439411901672e-06,-8.472024152219004e-06,0.0001384103137394369
chrono,4.6530000000000005,0.00035809246636729413,-0.019202224484950348,-0.0048094924628614,2.807329001820329e-05,-0.0005641022802471765,0.06808051814094937,0.0146425519899647,1.2879405177303159e-05,0.001118876691582,4.835483118998458e-06,-7.912585806427987e-06,0.0001672588683507224
chrono,4.6535,0.0017179374836343532,-0.019204628801697154,-0.0048086334941196,0.00012851346547970114,0.0003313794456490588,0.06808783949978928,0.0146427176796875,6.808419279269196e-05,-0.0013600063728711766,4.831186824502026e-06,-8.592588992863576e-06,0.000285014524599325
chrono,4.654,0.0020100518683069412,-0.019207032615931374,-0.0048076284681855,0.00018733565922377004,0.0009251601003095294,0.06809516108991917,0.0146431802597377,7.819245907714822e-05,0.00043880802927494114,4.827000232012914e-06,-8.373184978226093e-06,0.00019742237743733938
chrono,4.6545000000000005,-0.005556874481713529,-0.019209437819384112,-0.0048104069054263,0.00020255322032168685,-0.0016164303196365881,0.06810248227594148,0.0146423720445779,8.646600383423284e-05,-0.0020034793423469414,4.822312769688214e-06,-9.374924649399604e-06,0.00013874409462296688
chrono,4.655,0.001562476884556706,-0.019211842632217535,-0.004809625666984,0.0002982320894343439,0.0004747797283807059,0.06810980358065868,0.0146426094344421,0.00011922788348670059,0.002718459171652353,4.8183049221564275e-06,-8.015695063573387e-06,9.644510299192242e-05
chrono,4.6555,0.0061681115959845885,-0.01921424590302312,-0.004806541611186,0.00035368255068822627,0.0017250347067712941,0.06811712531663458,0.0146434719517955,0.00012882871898149543,0.00011271008473959598,4.8143252521458255e-06,-7.959340021203589e-06,0.00017089684743958094
chrono,4.656,0.0038680855394122356,-0.019216648206807574,-0.0048046075684163,0.0003619657727829035,0.0012706572730905882,0.06812444737027482,0.014644107280432,0.0001451842857993548,0.0009656086077884707,4.810586984287171e-06,-7.476535717309338e-06,0.0002478981636368435
chrono,4.6565,0.0011389041242622353,-0.019219050225865564,-0.0048040381163542,0.00030659297330348025,0.00045969725699482355,0.06813176953883929,0.0146443371290605,0.00011105671758078668,-0.0014859341547507061,4.8064772328898285e-06,-8.219502794684741e-06,0.00020561034466037582
chrono,4.657,0.0022474567486458824,-0.019221451683059554,-0.0048029143879799,0.0004315558370147026,0.0012102981949176472,0.06813909200997839,0.014644942278158,0.00015392948368565037,0.0008622533538407059,4.802583044830946e-06,-7.788376117764345e-06,0.000189705625735624
chrono,4.6575,-0.001975545128996706,-0.01922385363413992,-0.0048039021605444,0.00043201409683271116,-0.0004227987422547059,0.06814641437541777,0.0146447308787868,0.00014544903513757001,-0.00011384425347041412,4.798660395708696e-06,-7.845298244499552e-06,0.000214183558496898
chrono,4.658,-0.000799746907283647,-0.01922625578515691,-0.004804302033998,0.0006267174178741947,-0.00040429019339988234,0.06815373663978466,0.0146445287336901,0.00020179578264864606,0.0006396773066495294,4.794897665913109e-06,-7.525459591174785e-06,0.00020836554169884633
chrono,4.6585,-0.0033045583127056474,-0.01922865876231361,-0.0048059543131544,0.0007668369855594601,-0.0016252272903892943,0.06816105849784468,0.0146437161200449,0.0002526513348754122,0.0019238373310503532,4.791615895450284e-06,-6.5635409256496e-06,0.0001236413993455035
chrono,4.659,0.0010887523950674118,-0.01923106146728193,-0.0048054099369568,0.0006125039151199164,0.00041155741520023525,0.068168380458794,0.0146439218987525,0.00019439112322193442,0.002367393786693294,4.7889259734341324e-06,-5.379844032302943e-06,3.596411010477241e-05
chrono,4.6595,-0.0010571433931101178,-0.019233464436536396,-0.0048059385086534,0.0006889924462552019,-0.0004280457489404706,0.06817570231273198,0.0146437078758781,0.00022858442474876084,-0.0003278881893124706,4.786154079370653e-06,-5.543788126959183e-06,0.00015265527220566482
chrono,4.66,-0.00306749205626553,-0.01923586817266354,-0.0048074722546815,0.0005395816728359451,-0.0009992736400910589,0.06818302391685147,0.014643208239058,0.0001920917091114151,0.000492644261127647,4.783505346372455e-06,-5.297465996395341e-06,0.00020740944795699334
chrono,4.6605,0.006129363299003412,-0.019238270376450206,-0.004804407573032,0.0005602286207610533,0.0019896287383674117,0.06819034601837817,0.0146442030534272,0.00019321262568124003,0.0002195338449724706,4.780911496835501e-06,-5.187699073909047e-06,0.0003606615504140092
chrono,4.6610000000000005,0.001160367328234,-0.019240672290144922,-0.0048038273893679,0.0004052735484548065,0.0005137838052070589,0.06819766824835091,0.0146444599453298,0.00013303988396880101,-0.0013396653322354118,4.777982730965488e-06,-5.857531740026808e-06,0.0003974913291238116
chrono,4.6615,0.00024879572674435296,-0.019243074141640726,-0.0048037029915045,0.00048529892556255694,0.00010500997929178168,0.0682049905045761,0.0146445124503195,0.00016148047466113102,0.0002662159586511765,4.775120519085137e-06,-5.724423760701203e-06,0.00040440918453334395
chrono,4.662,0.00035764469171505883,-0.019245475903725162,-0.0048035241691587,0.000379032698764072,0.00024136813342552944,0.06821231282114329,0.0146446331343862,0.00011878057695564462,-9.44573060741156e-05,4.772234692878268e-06,-5.771652413738261e-06,0.00045307397550736685
chrono,4.6625000000000005,-0.00047757346065000004,-0.019247877785203205,-0.004803762955889,0.0002636569088332972,0.00017548077759788235,0.06821963518158067,0.014644720874775,7.586594328414104e-05,-0.001687348189240353,4.768927029624089e-06,-6.61532650835845e-06,0.0005071950083436596
chrono,4.663,-0.0008313481318510588,-0.019250279874518328,-0.0048041786299549,0.00030399839817023836,-0.000122764021016,0.06822695751132699,0.0146446594927645,9.534212941344663e-05,0.0017274297806967058,4.7660512238150835e-06,-5.751611618010063e-06,0.00047746756162373995
chrono,4.6635,-0.0020111010493338824,-0.019252682466608384,-0.0048051841804796,0.0002878391436038568,-0.00019471696942082353,0.06823427979239419,0.0146445621342797,0.00010889769618301764,0.0021926337258241176,4.763723576437535e-06,-4.655294755097982e-06,0.00039499504307307997
chrono,4.664,0.0028319700722900004,-0.01925508435070633,-0.0048037681954435,0.00022280364129771614,0.0005778296685841176,0.06824160221791867,0.014644851049114,9.023657236883972e-05,-0.0030211656639701177,4.760640637643993e-06,-6.165877587083071e-06,0.00045576564655462945
chrono,4.6645,-0.0030024256821689415,-0.01925748698541041,-0.0048052694082845,0.00013196966392957555,-0.0009273015889027058,0.06824892441161787,0.0146443873983196,4.0827791789760826e-05,-2.399199739270305e-06,4.7575570990505165e-06,-6.167077186952705e-06,0.0004657644565511202
chrono,4.665,0.0025368170048350592,-0.019259888985910356,-0.0048040009997821,0.0002895989417525569,0.001062241489085059,0.06825624687087736,0.0146449185190641,8.360633242714964e-05,0.0005094321277336471,4.754600918488974e-06,-5.9123611230858485e-06,0.0005250672890446553
chrono,4.6655,0.003101470989664706,-0.019262290211042532,-0.0048024502642873,0.00021569787423010638,0.0009134935346762354,0.06826356955851029,0.0146453752658315,7.146072995312993e-05,0.0015546192332936471,4.752033392735754e-06,-5.135051506439007e-06,0.0004528330426239752
chrono,4.666,-0.0013250510630188237,-0.019264691767437392,-0.0048031127898188,-0.00019350421809685774,-0.0001442815918504706,0.06827089221007279,0.0146453031250355,-5.095086186335787e-05,0.003341384361619647,4.75030121307294e-06,-3.46435932562915e-06,0.0004135453901807569
chrono,4.6665,0.0013509392540091765,-0.019267092986097523,-0.0048024373201918,-0.0004067279769900199,-0.0001854368630182353,0.0682782148152761,0.014645210406604,-0.00012877699206320867,-0.002526901507655412,4.7479373080332114e-06,-4.72781007945689e-06,0.0003839953201712735
chrono,4.667,0.0020887300045308236,-0.019269493682575134,-0.0048013929551895,-0.0005902833034469468,0.0011696112782472942,0.06828553771288229,0.0146457952122432,-0.00018151380700929764,-0.0014054924022237649,4.745222029892927e-06,-5.430556280568814e-06,0.0005112183229507598
chrono,4.6675,0.0031721497923138824,-0.019271893586015332,-0.0047998068802934,-0.0006786418150175809,0.0007354273735874119,0.06829286079434518,0.01464616292593,-0.00022097548605957312,0.002173497520624,4.743050126132799e-06,-4.34380752025677e-06,0.0004989387163954084
chrono,4.668,0.0023432225854001175,-0.019274292903649792,-0.0047986352690007,-0.0005780479230626683,0.0007704299693964705,0.06830018406841568,0.0146465481409146,-0.00018746140800063194,0.0006023220014696471,4.741028802873038e-06,-4.042646519521925e-06,0.00045633909469920035
chrono,4.6685,0.002522144542363412,-0.019276691590748185,-0.0047973741967295,-0.000492030512937162,0.000888143753042353,0.068307507564522,0.0146469922127912,-0.00016555259430945258,-0.0032281466450864707,4.738200442952005e-06,-5.656719842065216e-06,0.0004290608705369134
chrono,4.6690000000000005,-0.0032824846196608235,-0.019279091098467704,-0.0047990154390393,-0.00037597381988596824,-0.0010801309638081176,0.06831483079059567,0.0146464521473093,-0.0001279338348327598,-0.00359972258831,4.734472152383895e-06,-7.456581136220218e-06,0.00038818314262591494
chrono,4.6695,0.0009774265771071765,-0.019281490361830578,-0.0047985267257508,-0.0003636905144082925,0.000459871226522,0.0683221541316372,0.0146466820829225,-0.00010885563191322177,0.0030184222109718825,4.731498467368528e-06,-5.947370030734255e-06,0.00031262070543638547
chrono,4.67,-0.002840980277903412,-0.019283890335438536,-0.0047999472158897,-0.00033002305058662536,-0.0005284645625771764,0.06832947734056247,0.0146464178506412,-8.985011639065075e-05,0.0017750065649411767,4.728968533994396e-06,-5.059866748263627e-06,0.0002960306717767097
chrono,4.6705000000000005,0.0007460710762402353,-0.019286290122528804,-0.0047995741803516,-9.488892330148613e-05,-0.00032237356634917647,0.06833680046889437,0.0146462566638581,-4.583209290702383e-06,0.002792144324318471,4.7271366367013445e-06,-3.663794586104344e-06,0.00026800943458640266
chrono,4.671,-0.004069089533855412,-0.019288690926891117,-0.0048016087251185,-0.00031102221489144025,-0.001657298708148,0.0683441231829017,0.014645428014504,-8.041540195020883e-05,0.0015151301474068235,4.725683521945144e-06,-2.906229512400881e-06,0.00025950545410354474
chrono,4.6715,-0.0007554592710450588,-0.019291091920118575,-0.0048019864547541,-0.00034962633537585053,-0.00039337132618035296,0.06835144579856609,0.0146452313288409,-9.96357057486077e-05,0.0013747793720864706,4.724574102031965e-06,-2.218839826357631e-06,0.0003094180445440354
chrono,4.672,-0.002038402940681294,-0.019293493422946728,-0.0048030056562244,-0.0004747463957796956,-0.0009856372307801176,0.06835876816782119,0.0146447385102255,-0.0001327324961249266,0.002543775025809059,4.7241006258752386e-06,-9.469523134530636e-07,0.00029042573258504257
chrono,4.6725,-0.004393642984390941,-0.019295896024185577,-0.0048052024777166,-0.0004501259942564216,-0.0014509057099363531,0.06836609017434989,0.0146440130573705,-0.0001398909165268835,0.0035992546272689413,4.7245269633753295e-06,8.526750001814179e-07,0.0003053048825167125
chrono,4.673,0.0035258715689255294,-0.019298297743956527,-0.0048034395419321,-0.0005561369485679997,0.0015509947745535296,0.0683734125686273,0.0146447885547578,-0.0001755171546076095,0.0009267717217731766,4.725184993805864e-06,1.316060861068024e-06,0.0003232154573501989
chrono,4.6735,-0.0003044369708543529,-0.019300699539836708,-0.0048035917604176,-0.0006022546387789525,-8.324042694765555e-06,0.06838073496082367,0.0146447843927365,-0.00019985207084387635,-0.0022624965689950587,4.725277400094149e-06,1.848125765704948e-07,0.00022610368306489042
chrono,4.674,-0.0009485181109174117,-0.019303101572846315,-0.004804066019473,-0.0005124919898854977,-0.0004337266307322353,0.06838805724458838,0.0146445675294211,-0.0001768424963523699,0.001131588369872353,4.725652703474902e-06,7.50606761506724e-07,0.00015220213261572257
chrono,4.6745,-0.0017141412037868235,-0.019305504034391574,-0.0048049230900749,-0.0006600891617478075,-0.0011005999034327059,0.06839537925320308,0.0146440172294694,-0.00021318377438985628,0.0008487592391310588,4.726240196665439e-06,1.1749863810722951e-06,0.00022131477001003535
chrono,4.675,0.000905925909028706,-0.019307906269455,-0.0048044701271204,-0.000567032415820149,0.00013748984649635296,0.06840270129619028,0.0146440859743926,-0.00019141607351158446,0.000427936789888,4.726934674053447e-06,1.3889547760163245e-06,0.0002706325356742155
