method,time,ax_raw_m_s2,ux_m,vx_m_s,ax_m_s2,ay_raw_m_s2,uy_m,vy_m_s,ay_m_s2,az_raw_m_s2,uz_m,vz_m_s,az_m_s2
calg,0.9705,-0.0002696590505934,-0.0035760789988149577,-0.0038168586555177,-0.00026965988189623415,0.0001230851438271,0.01416448326951969,0.0146653301459059,0.00012306910744777318,0.0,0.0,0.0,0.0
calg,0.971,-0.0002696372650963,-0.0035779874955519375,-0.0038169934741502,-0.0002696377083861707,0.0001229605773138,0.01417181596533279,0.0146653916261945,0.00012294465256810488,0.0,0.0,0.0,0.0
calg,0.9715,-0.0002696154824495,-0.0035798960596931106,-0.0038171282818915,-0.0002696155489197098,0.0001228357842004,0.01417914869185477,0.0146654530440866,0.00012281996820702926,0.0,0.0,0.0,0.0
calg,0.972,-0.0002695936971884,-0.003581804691232371,-0.0038172630787401,-0.0002695933979567366,0.0001227107660622,0.014186481449054489,0.0146655143994697,0.00012269505595854634,0.0,0.0,0.0,0.0
calg,0.9725,-0.0002695719048661,-0.0035837133901647222,-0.0038173978646925,-0.0002695712501142561,0.0001225855242106,0.014193814236900582,0.0146655756922318,0.00012256991737646095,0.0,0.0,0.0,0.0
calg,0.973,-0.0002695501000529,-0.0035856221564847246,-0.0038175326397425,-0.00026954910019640977,0.0001224600602138,0.014201147055361685,0.0146656369222619,0.00012244455396617318,0.0,0.0,0.0,0.0
calg,0.9735,-0.0002695282777095,-0.003587530990186716,-0.0038176674038814,-0.0002695269431383366,0.0001223343755324,0.01420847990440649,0.0146656980894496,0.00012231896719940732,0.0,0.0,0.0,0.0
calg,0.974,-0.0002695064332744,-0.003589439891265145,-0.003817802157098,-0.0002695047740019122,0.0001222084715125,0.014215812784003301,0.0146657591936854,0.00012219315851539023,0.0,0.0,0.0,0.0
calg,0.9745,-0.0002694845628635,-0.0035913488597147936,-0.0038179368993794,-0.0002694825880105976,0.00012208234932,0.014223145694120809,0.0146658202348601,0.00012206712931163414,0.0,0.0,0.0,0.0
calg,0.975,-0.000269462660225,-0.003593257895530111,-0.0038180716307096,-0.0002694603805435756,0.0001219560107346,0.014230478634727206,0.0146658812128654,0.00012194088094562195,0.0,0.0,0.0,0.0
calg,0.9755,-0.000269440723382,-0.0035951669987055457,-0.0038182063510713,-0.00026943814710162926,0.0001218294564259,0.014237811605790962,0.0146659421275936,0.00012181441474352683,0.0,0.0,0.0,0.0
calg,0.976,-0.0002694187462752,-0.003597076169235991,-0.0038183410604444,-0.0002694158833121756,0.0001217026881286,0.014245144607280491,0.0146660029789377,0.00012168773199894634,0.0,0.0,0.0,0.0
calg,0.9765,-0.0002693967262974,-0.0035989854071151184,-0.0038184757588075,-0.00026939358497261705,0.000121575706679,0.014252477639163874,0.014666063766791,0.00012156083396172929,0.0,0.0,0.0,0.0
calg,0.977,-0.0002693746579632,-0.003600894712338376,-0.0038186104461365,-0.0002693712479516439,0.000121448513659,0.014259810701409414,0.0146661244910479,0.00012143372186344391,0.0,0.0,0.0,0.0
calg,0.9775,-0.0002693525396153,-0.003602804084899547,-0.0038187451224063,-0.0002693488683112853,0.0001213211096584,0.014267143793985193,0.0146661851516027,0.00012130639688590243,0.0,0.0,0.0,0.0
calg,0.978,-0.0002693303647145,-0.0036047135247931905,-0.0038188797875887,-0.00026932644218330003,0.0001211934965335,0.014274476916859402,0.014666245748351,0.00012117886019297318,0.0,0.0,0.0,0.0
calg,0.9785,-0.0002693081323978,-0.003606623032013978,-0.0038190144416549,-0.00026930396585656344,0.0001210656746727,0.014281810070000012,0.0146663062811883,0.00012105111290808536,0.0,0.0,0.0,0.0
calg,0.979,-0.0002692858376562,-0.0036085326065563583,-0.0038191490845737,-0.00026928143572824636,0.0001209376455334,0.014289143253374992,0.0146663667500111,0.00012092315612673415,0.0,0.0,0.0,0.0
calg,0.9795,-0.000269263477166,-0.003610442248414336,-0.0038192837163123,-0.00026925884831834393,0.0001208094101423,0.014296476466952313,0.0146664271547161,0.00012079499091302925,0.0,0.0,0.0,0.0
calg,0.98,-0.0002692410493703,-0.0036123519575829155,-0.003819418336837,-0.0002692362002436805,0.0001206809690616,0.014303809710699888,0.0146664874952007,0.00012066661830610731,0.0,0.0,0.0,0.0
calg,0.9805,-0.0002692185491386,-0.00361426173405599,-0.0038195529461115,-0.00026921348826222685,0.0001205523237832,0.014311142984585579,0.0146665477713626,0.00012053803930872681,0.0,0.0,0.0,0.0
calg,0.981,-0.0002691959750493,-0.003616171577828009,-0.0038196875440991,-0.0002691907092395707,0.0001204234748412,0.014318476288577187,0.0146666079831,0.00012040925489597072,0.0,0.0,0.0,0.0
calg,0.9815,-0.0002691733233962,-0.003618081488893532,-0.0038198221307608,-0.00026916786012302435,0.0001202944233599,0.014325809622642294,0.0146666681303117,0.00012028026602210242,0.0,0.0,0.0,0.0
calg,0.982,-0.0002691505911166,-0.003619991467246342,-0.0038199567060563,-0.00026914493799200733,0.0001201651702933,0.014333142986748815,0.0146667282128968,0.00012015107360720732,0.0,0.0,0.0,0.0
calg,0.9825,-0.0002691277758539,-0.0036219015128815535,-0.0038200912699443,-0.0002691219400358049,0.0001200357164186,0.014340476380864164,0.014666788230755,0.00012002167854318538,0.0,0.0,0.0,0.0
calg,0.983,-0.0002691048760095,-0.0036238116257927278,-0.0038202258223823,-0.0002690988634890537,0.0001199060623117,0.014347809804956091,0.0146668481837862,0.00011989208171051464,0.0,0.0,0.0,0.0
calg,0.9835,-0.0002690818879111,-0.0036257218059743135,-0.0038203603633262,-0.00026907570575138536,0.0001197762090898,0.01435514325899201,0.0146669080718907,0.00011976228394693658,0.0,0.0,0.0,0.0
calg,0.984,-0.000269058809451,-0.0036276320534207596,-0.0038204948927309,-0.00026905246429799267,0.0001196461574641,0.0143624767429395,0.0146669678949695,0.00011963228607107562,0.0,0.0,0.0,0.0
calg,0.9845,-0.0002690356387486,-0.0036295423681259598,-0.0038206294105503,-0.00026902913668746343,0.0001195159080834,0.01436981025676587,0.0146670276529235,0.00011950208887988779,0.0,0.0,0.0,0.0
calg,0.985,-0.000269012372751,-0.003631452750084363,-0.0038207639167367,-0.000269005720583361,0.0001193854619052,0.014377143800438807,0.0146670873456544,0.00011937169314350488,0.0,0.0,0.0,0.0
calg,0.9855,-0.0002689890102628,-0.003633363199289974,-0.0038208984112418,-0.0002689822137507,0.0001192548194049,0.014384477373925286,0.0146671469730641,0.00011924109960591219,0.0,0.0,0.0,0.0
calg,0.986,-0.0002689655487627,-0.0036352737157371307,-0.0038210328940162,-0.00026895861399757806,0.0001191239813978,0.014391810977192887,0.0146672065350548,0.00011911030900026097,0.0,0.0,0.0,0.0
calg,0.9865,-0.0002689419872333,-0.0036371842994196157,-0.0038211673650098,-0.00026893491926912927,0.0001189929483176,0.01439914461020858,0.014667266031529,0.00011897932202425366,0.0,0.0,0.0,0.0
calg,0.987,-0.0002689183218477,-0.003639094950331545,-0.0038213018241707,-0.00026891112755669024,0.0001188617213196,0.014406478272939782,0.0146673254623897,0.00011884813936399025,0.0,0.0,0.0,0.0
calg,0.9875,-0.0002688945527186,-0.0036410056684671455,-0.0038214362714471,-0.0002688872369755073,0.0001187303005426,0.014413811965353573,0.0146673848275399,0.00011871676167350487,0.0,0.0,0.0,0.0
calg,0.988,-0.0002688706777186,-0.003642916453820755,-0.003821570706786,-0.00026886324567555855,0.0001185986866977,0.014421145687417092,0.0146674441268833,0.00011858518959811462,0.0,0.0,0.0,0.0
calg,0.9885,-0.0002688466943989,-0.0036448273063857117,-0.0038217051301332,-0.0002688391519461122,0.00011846688059,0.014428479439097197,0.0146675033603236,0.0001184534237473439,0.0,0.0,0.0,0.0
calg,0.989,-0.0002688226016737,-0.003646738226156354,-0.003821839541434,-0.0002688149540868634,0.000118334882667,0.014435813220361082,0.0146675625277649,0.00011832146472800732,0.0,0.0,0.0,0.0
calg,0.9895,-0.000268798398339,-0.003648649213126798,-0.0038219739406332,-0.000268790650517078,0.0001182026934075,0.014443147031175663,0.0146676216291116,0.00011818931311636829,0.0,0.0,0.0,0.0
calg,0.99,-0.0002687740829386,-0.0036505602672907145,-0.0038221083276746,-0.00026876623974161706,0.0001180703133561,0.014450480871507798,0.0146676806642683,0.00011805696946644145,0.0,0.0,0.0,0.0
calg,0.9905,-0.0002687496542747,-0.003652471388641998,-0.0038222427025018,-0.00026874172026541954,0.0001179377429848,0.014457814741324404,0.0146677396331398,0.0001179244343327439,0.0,0.0,0.0,0.0
calg,0.991,-0.0002687251106645,-0.00365438257717432,-0.0038223770650571,-0.00026871709075554145,0.0001178049829041,0.014465148640592174,0.0146677985356312,0.00011779170822782194,0.0,0.0,0.0,0.0
calg,0.9915,-0.0002687004513179,-0.0036562938328820183,-0.0038225114152828,-0.00026869234984828045,0.0001176720334852,0.014472482569277967,0.014667857371648,0.00011765879167243658,0.0,0.0,0.0,0.0
calg,0.992,-0.0002686756750778,-0.0036582051557585427,-0.0038226457531203,-0.00026866749631909026,0.0001175388951897,0.014479816527348588,0.0146679161410956,0.0001175256851513756,0.0,0.0,0.0,0.0
calg,0.9925,-0.0002686507809841,-0.003660116545798009,-0.0038227800785108,-0.00026864252901025366,0.0001174055684373,0.014487150514770508,0.0146679748438798,0.00011739238913250732,0.0,0.0,0.0,0.0
calg,0.993,-0.0002686257664493,-0.0036620280029935337,-0.003822914391394,-0.00026861744678436587,0.0001172720540711,0.014494484531510476,0.0146680334799068,0.00011725890407845122,0.0,0.0,0.0,0.0
calg,0.9935,-0.0002686006328085,-0.003663939527339344,-0.0038230486917104,-0.0002685922485916439,0.0001171383519071,0.014501818577534964,0.0146680920490828,0.00011712523042949023,0.0,0.0,0.0,0.0
calg,0.994,-0.0002685753781204,-0.003665851118829111,-0.0038231829793995,-0.00026856693344335606,0.0001170044626221,0.014509152652810664,0.0146681505513141,0.00011699136861016587,0.0,0.0,0.0,0.0
calg,0.9945,-0.0002685500012427,-0.003667762777456396,-0.0038233172544001,-0.00026854150039500973,0.0001168703866738,0.014516486757303992,0.0146682089865074,0.00011685731903376342,0.0,0.0,0.0,0.0
calg,0.995,-0.0002685245025953,-0.0036696745032145373,-0.0038234515166514,-0.00026851594856667805,0.0001167361241283,0.014523820890981198,0.0146682673545695,0.00011672308209707073,0.0,0.0,0.0,0.0
calg,0.9955,-0.0002684988800859,-0.00367158629609754,-0.0038235857660914,-0.00026849027713957076,0.0001166016756933,0.014531155053808864,0.0146683256554073,0.00011658865818130487,0.0,0.0,0.0,0.0
calg,0.996,-0.000268473133504,-0.0036734981560987423,-0.0038237200026582,-0.00026846448534645367,0.0001164670415942,0.014538489245753405,0.0146683838889281,0.00011645404765439755,0.0,0.0,0.0,0.0
calg,0.9965,-0.0002684472624088,-0.0036754100832119274,-0.0038238542262894,-0.0002684385724640756,0.0001163322221123,0.014545823466780905,0.0146684420550392,0.00011631925087327561,0.0,0.0,0.0,0.0
calg,0.997,-0.0002684212660874,-0.003677322077430545,-0.0038239884369224,-0.00026841253781039023,0.0001161972176082,0.014553157716857668,0.014668500153648,0.0001161842681841244,0.0,0.0,0.0,0.0
calg,0.9975,-0.0002683951441347,-0.0036792341387479333,-0.0038241226344945,-0.0002683863808016659,0.0001160620283491,0.014560491995950109,0.0146685581846622,0.00011604909990807805,0.0,0.0,0.0,0.0
calg,0.998,-0.0002683688963174,-0.0036811462671573203,-0.0038242568189427,-0.00026836010085044636,0.0001159266545674,0.01456782630402409,0.0146686161479895,0.00011591374636720244,0.0,0.0,0.0,0.0
calg,0.9985,-0.0002683425218072,-0.0036830584626523777,-0.0038243909902036,-0.00026833369742014875,0.0001157910966519,0.014575160641045803,0.0146686740435378,0.00011577820787087317,0.0,0.0,0.0,0.0
calg,0.999,-0.0002683160201686,-0.003684970725226333,-0.0038245251482137,-0.00026830717004584635,0.0001156553548799,0.014582495006981389,0.0146687318712152,0.00011564248470992927,0.0,0.0,0.0,0.0
calg,0.9995,-0.000268289391295,-0.003686883054872747,-0.0038246592929093,-0.0002682805183248317,0.0001155194294562,0.014589829401796872,0.01466878963093,0.00011550657715921951,0.0,0.0,0.0,0.0
calg,1.0,-0.0002682626353721,-0.0036887954515849586,-0.003824793424227,-0.00026825374184413417,0.0001153833204953,0.01459716382545817,0.0146688473225902,0.00011537048549655123,0.0,0.0,0.0,0.0
calg,1.0005,-0.0002682357508462,-0.003690707915355973,-0.0038249275421024,-0.000268226840254461,0.00011524702858,0.0146044982779312,0.0146689049461045,0.00011523420998349025,0.0,0.0,0.0,0.0
calg,1.001,-0.0002682087392336,-0.003692620446179129,-0.003825061646472,-0.0002681998132668731,0.0001151105534814,0.014611832759181875,0.0146689625013812,0.0001150977508660244,0.0,0.0,0.0,0.0
calg,1.0015,-0.0002681815978516,-0.0036945330440479873,-0.003825195737271,-0.0002681726605911854,0.0001149738960704,0.014619167269176114,0.0146690199883293,0.00011496110839082684,0.0,0.0,0.0,0.0
calg,1.002,-0.0002681543286994,-0.0036964457089552205,-0.0038253298144353,-0.00026814538200461464,0.0001148370559964,0.0146265018078795,0.0146690774068573,0.00011482428278705122,0.0,0.0,0.0,0.0
calg,1.0025,-0.0002681269314543,-0.003698358440893945,-0.003825463877901,-0.0002681179773309146,0.0001147000335197,0.014633836375258003,0.014669134756874,0.00011468727427225365,0.0,0.0,0.0,0.0
calg,1.003,-0.0002680994045925,-0.003700271239857944,-0.0038255979276033,-0.0002680904463965098,0.0001145628292023,0.014641170971277095,0.0146691920382886,0.00011455008306340242,0.0,0.0,0.0,0.0
calg,1.0035,-0.0002680717501079,-0.0037021841058395566,-0.0038257319634784,-0.0002680627891151512,0.0001144254427043,0.014648505595902583,0.01466924925101,0.0001144127093549561,0.0,0.0,0.0,0.0
calg,1.004,-0.0002680439668313,-0.0037040970388323435,-0.0038258659854618,-0.0002680350053599268,0.0001142878744975,0.014655840249100105,0.0146693063949472,0.00011427515335229024,0.0,0.0,0.0,0.0
calg,1.0045,-0.0002680160544688,-0.0037060100388291994,-0.003825999993489,-0.0002680070950857976,0.0001141501248316,0.014663174930835077,0.0146693634700096,0.00011413741523962197,0.0,0.0,0.0,0.0
calg,1.005,-0.000267988013787,-0.003707923105822797,-0.0038261339874959,-0.000267979058294161,0.000114012193679,0.014670509641073193,0.0146694204761065,0.00011399949518932683,0.0,0.0,0.0,0.0
calg,1.0055,-0.0002679598442396,-0.0037098362398063633,-0.0038262679674181,-0.0002679508949813536,0.0001138740813588,0.014677844379779703,0.0146694774131472,0.00011386139337538049,0.0,0.0,0.0,0.0
calg,1.006,-0.000267931546745,-0.0037117494407730156,-0.0038264019331914,-0.00026792260518501465,0.0001137357878017,0.014685179146920302,0.0146695342810411,0.00011372310996118779,0.0,0.0,0.0,0.0
calg,1.0065,-0.0002679031205852,-0.003713662708715315,-0.0038265358847517,-0.00026789418897687806,0.0001135973133718,0.014692513942460073,0.0146695910796978,0.00011358464510160731,0.0,0.0,0.0,0.0
calg,1.007,-0.0002678745664322,-0.0037155760436263785,-0.0038266698220349,-0.00026786564645656585,0.0001134586580624,0.014699848766364598,0.0146696478090268,0.00011344599894446585,0.0,0.0,0.0,0.0
calg,1.0075,-0.00026784588449,-0.0037174894454989893,-0.0038268037449772,-0.00026783697774487316,0.0001133198220017,0.014707183618599073,0.0146697044689378,0.00011330717163209999,0.0,0.0,0.0,0.0
calg,1.008,-0.0002678170747186,-0.003719402914325598,-0.0038269376535145,-0.0002678081829830951,0.0001131808053667,0.014714518499128804,0.0146697610593405,0.00011316816330201464,0.0,0.0,0.0,0.0
calg,1.0085,-0.0002677881370764,-0.0037213164500995433,-0.0038270715475831,-0.000267779262349,0.0001130416083482,0.014721853407918817,0.0146698175801446,0.00011302897408232926,0.0,0.0,0.0,0.0
calg,1.009,-0.0002677590720525,-0.0037232300528129425,-0.0038272054271191,-0.0002677502160389903,0.0001129022309913,0.014729188344934474,0.0146698740312601,0.00011288960409650245,0.0,0.0,0.0,0.0
calg,1.0095,-0.0002677298811121,-0.0037251437224591344,-0.0038273392920597,-0.0002677210442693366,0.0001127626730879,0.014736523310140803,0.0146699304125967,0.00011275005346325854,0.0,0.0,0.0,0.0
calg,1.01,-0.0002677005626304,-0.0037270574590303474,-0.003827473142341,-0.0002676917472884024,0.0001126229352381,0.014743858303502777,0.0146699867240643,0.0001126103222928561,0.0,0.0,0.0,0.0
calg,1.0105,-0.000267671117762,-0.003728971262519143,-0.0038276069778999,-0.0002676623253480561,0.0001124830173206,0.01475119332498559,0.014670042965573,0.00011247041069521953,0.0,0.0,0.0,0.0
calg,1.011,-0.0002676415477836,-0.0037308851329185266,-0.0038277407986737,-0.0002676327787457634,0.0001123429191687,0.014758528374554103,0.0146700991370325,0.00011233031876833903,0.0,0.0,0.0,0.0
calg,1.0115,-0.0002676118509613,-0.003732799070220727,-0.0038278746045992,-0.0002676031077718805,0.000112202641421,0.014765863452173289,0.0146701552383533,0.00011219004661249023,0.0,0.0,0.0,0.0
calg,1.012,-0.0002675820292685,-0.0037347130744187496,-0.0038280083956139,-0.000267573312779039,0.0001120621837304,0.01477319855780801,0.0146702112694451,0.00011204959431195366,0.0,0.0,0.0,0.0
calg,1.0125,-0.0002675520834561,-0.0037366271455046007,-0.0038281421716556,-0.00026754339408729754,0.000111921546083,0.01478053369142307,0.0146702672302182,0.0001119089619596439,0.0,0.0,0.0,0.0
calg,1.013,-0.0002675220126735,-0.003738541283470731,-0.0038282759326619,-0.000267513352052361,0.0001117807288744,0.014787868852983499,0.0146703231205826,0.0001117681496393366,0.0,0.0,0.0,0.0
calg,1.0135,-0.0002674918179136,-0.003740455488310146,-0.0038284096785709,-0.0002674831870907268,0.0001116397320248,0.014795204042453713,0.0146703789404486,0.00011162715741940488,0.0,0.0,0.0,0.0
calg,1.014,-0.0002674614988443,-0.003742369760014741,-0.0038285434093203,-0.0002674528995707317,0.0001114985557978,0.014802539259798464,0.0146704346897265,0.00011148598538082928,0.0,0.0,0.0,0.0
calg,1.0145,-0.0002674310568811,-0.0037442840985774106,-0.0038286771248487,-0.0002674224898806585,0.0001113572000027,0.014809874504982667,0.0146704903683265,0.00011134463359976827,0.0,0.0,0.0,0.0
calg,1.015,-0.0002674004927856,-0.0037461985039899393,-0.0038288108250951,-0.00026739195847747807,0.0001112156646117,0.014817209777970797,0.0146705459761588,0.00011120310213461463,0.0,0.0,0.0,0.0
calg,1.0155,-0.0002673698067702,-0.0037481129762447774,-0.0038289445099985,-0.0002673613057923756,0.0001110739497565,0.01482454507872727,0.0146706015131337,0.00011106139105077562,0.0,0.0,0.0,0.0
calg,1.016,-0.000267338998436,-0.0037500275153345974,-0.0038290781794977,-0.0002673305322783024,0.0001109320557114,0.01483188040721689,0.0146706569791616,0.00011091950040807805,0.0,0.0,0.0,0.0
calg,1.0165,-0.0002673080689704,-0.003751942121251406,-0.0038292118335322,-0.0002672996383880878,0.0001107899823514,0.014839215763403968,0.0146707123741527,0.00011077743026677317,0.0,0.0,0.0,0.0
calg,1.017,-0.000267277019076,-0.00375385679398732,-0.0038293454720418,-0.0002672686246212878,0.0001106477296695,0.014846551147252973,0.0146707676980176,0.00011063518067509512,0.0,0.0,0.0,0.0
calg,1.0175,-0.000267245848908,-0.0037557715335347908,-0.0038294790949662,-0.0002672374914450927,0.0001105052978012,0.014853886558728269,0.0146708229506665,0.0001104927516899073,0.0,0.0,0.0,0.0
calg,1.018,-0.0002672145589018,-0.003757686339885935,-0.0038296127022457,-0.0002672062393741878,0.0001103626868156,0.014861221997794272,0.0146708781320099,0.00011035014335589023,0.0,0.0,0.0,0.0
calg,1.0185,-0.0002671831503195,-0.0037596012130329814,-0.0038297462938208,-0.00026717486892173173,0.0001102198965603,0.014868557464415288,0.0146709332419582,0.00011020735571848536,0.0,0.0,0.0,0.0
calg,1.019,-0.0002671516230968,-0.0037615161529677144,-0.0038298798696324,-0.00026714338062324875,0.000110076927233,0.014875892958555514,0.0146709882804218,0.0001100643888174634,0.0,0.0,0.0,0.0
calg,1.0195,-0.0002671199776128,-0.0037634311596825842,-0.0038300134296212,-0.0002671117749915195,0.0001099337789169,0.0148832284801792,0.0146710432473112,0.00010992124269869024,0.0,0.0,0.0,0.0
calg,1.02,-0.0002670882150767,-0.0037653462331695975,-0.0038301469737287,-0.0002670800525636073,0.0001097904514697,0.014890564029250486,0.014671098142537,0.00010977791740202195,0.0,0.0,0.0,0.0
calg,1.0205,-0.0002670563358179,-0.0037672613734203164,-0.0038302805018966,-0.00026704821391271467,0.0001096469449922,0.014897899605733511,0.0146711529660095,0.00010963441295809025,0.0,0.0,0.0,0.0
calg,1.021,-0.0002670243401522,-0.0037691765804274135,-0.0038304140140667,-0.0002670162595958536,0.0001095032595779,0.014905235209592305,0.0146712077176392,0.0001094907294018439,0.0,0.0,0.0,0.0
calg,1.0215,-0.0002669922293044,-0.00377109185418234,-0.0038305475101814,-0.00026698419015375126,0.0001093593950916,0.014912570840790895,0.0146712623973368,0.00010934686677297316,0.0,0.0,0.0,0.0
calg,1.022,-0.0002669600031451,-0.0037730071946775467,-0.0038306809901829,-0.0002669520061728317,0.0001092153517484,0.014919906499293367,0.0146713170050127,0.00010920282509922926,0.0,0.0,0.0,0.0
calg,1.0225,-0.000266927662338,-0.0037749226019045956,-0.0038308144540141,-0.00026691970823684635,0.0001090711295517,0.014927242185063694,0.0146713715405774,0.00010905860440938293,0.0,0.0,0.0,0.0
calg,1.023,-0.0002668952080219,-0.003776838075855382,-0.0038309479016181,-0.0002668872969130951,0.0001089267283871,0.014934577898065682,0.0146714260039416,0.00010891420473677806,0.0,0.0,0.0,0.0
calg,1.0235,-0.0002668626411655,-0.0037787536165218016,-0.0038310813329387,-0.0002668547728168731,0.0001087821481851,0.014941913638263193,0.0146714803950157,0.00010876962610231465,0.0,0.0,0.0,0.0
calg,1.024,-0.0002668299617881,-0.0037806692238955275,-0.0038312147479196,-0.000266822136540061,0.0001086373891227,0.01494924940562009,0.0146715347137103,0.00010862486853340977,0.0,0.0,0.0,0.0
calg,1.0245,-0.0002667971695383,-0.00378258489796901,-0.0038313481465044,-0.00026678938869427563,0.000108492451474,0.014956585200100014,0.014671588959936,0.00010847993205231951,0.0,0.0,0.0,0.0
calg,1.025,-0.0002667642669384,-0.003784500638733146,-0.0038314815286378,-0.0002667565298863951,0.0001083473347603,0.01496392102166677,0.0146716431336034,0.00010833481668290488,0.0,0.0,0.0,0.0
calg,1.0255,-0.0002667312536978,-0.003786416446180385,-0.0038316148942647,-0.00026672356070920976,0.0001082020392416,0.014971256870284111,0.014671697234623,0.00010818952245309026,0.0,0.0,0.0,0.0
calg,1.026,-0.0002666981301626,-0.003788332320301957,-0.0038317482433298,-0.00026669048176807317,0.0001080565650082,0.014978592745915564,0.0146717512629055,0.00010804404938741706,0.0,0.0,0.0,0.0
calg,1.0265,-0.0002666648972462,-0.003790248261089979,-0.0038318815757784,-0.00026665729370934147,0.0001079109120082,0.014985928648524771,0.0146718052183615,0.00010789839750018536,0.0,0.0,0.0,0.0
calg,1.027,-0.0002666315561464,-0.0037921642685360135,-0.0038320148915565,-0.0002666239971421317,0.000107765080113,0.014993264578075205,0.0146718591009016,0.0001077525668155122,0.0,0.0,0.0,0.0
calg,1.0275,-0.0002665981062082,-0.0037940803426311787,-0.0038321481906096,-0.0002665905926876878,0.0001076190696697,0.015000600534530506,0.0146719129104364,0.00010760655735463902,0.0,0.0,0.0,0.0
calg,1.028,-0.0002665645495829,-0.003795996483367592,-0.0038322814728844,-0.00026655708098203906,0.000107472880307,0.01500793651785387,0.0146719666468766,0.00010746036913516341,0.0,0.0,0.0,0.0
calg,1.0285,-0.0002665308861679,-0.0037979126907368155,-0.0038324147383274,-0.00026652346266470734,0.0001073265122331,0.015015272528008994,0.0146720203101327,0.00010731400217392926,0.0,0.0,0.0,0.0
calg,1.029,-0.0002664971168386,-0.0037998289647301897,-0.0038325479868859,-0.0002664897383382536,0.0001071799654063,0.015022608564959017,0.0146720739001154,0.00010716745649776099,0.0,0.0,0.0,0.0
calg,1.0295,-0.0002664632411516,-0.003801745305339388,-0.0038326812185064,-0.00026645590863919754,0.0001070332401216,0.015029944628667413,0.0146721274167355,0.00010702073212476342,0.0,0.0,0.0,0.0
calg,1.03,-0.0002664292615677,-0.0038036617125559724,-0.0038328144331372,-0.00026642197422425853,0.0001068863359245,0.015037280719097268,0.0146721808599034,0.00010687382906788535,0.0,0.0,0.0,0.0
calg,1.0305,-0.0002663951779438,-0.0038055781863711724,-0.0038329476307262,-0.0002663879357234537,0.0001067392530369,0.01504461683621211,0.0146722342295299,0.00010672674734752196,0.0,0.0,0.0,0.0
calg,1.031,-0.0002663609907707,-0.0038074947267767723,-0.0038330808112216,-0.0002663537937615,0.0001065919915145,0.015051952979974914,0.0146722875255257,0.00010657948698550487,0.0,0.0,0.0,0.0
calg,1.0315,-0.0002663267006574,-0.0038094113337641122,-0.0038332139745719,-0.00026631954897588536,0.000106444551385,0.015059289150348765,0.0146723407478014,0.00010643204800061952,0.0,0.0,0.0,0.0
calg,1.032,-0.0002662923077436,-0.0038113280073243105,-0.0038333471207258,-0.0002662852020094927,0.0001062969327975,0.015066625347296914,0.0146723938962678,0.00010628443041038294,0.0,0.0,0.0,0.0
calg,1.0325,-0.0002662578138931,-0.0038132447474491515,-0.0038334802496327,-0.00026625075350525124,0.0001061491354467,0.01507396157078239,0.0146724469708355,0.0001061366342325634,0.0,0.0,0.0,0.0
calg,1.033,-0.0002662232191823,-0.0038151615541299755,-0.0038336133612423,-0.0002662162040977732,0.0001060011595062,0.015081297820768114,0.0146724999714153,0.00010598865948730243,0.0,0.0,0.0,0.0
calg,1.0335,-0.0002661885247284,-0.0038170784273575675,-0.0038337464555047,-0.00026618155440339027,0.0001058530048614,0.015088634097217002,0.0146725528979177,0.00010584050619981461,0.0,0.0,0.0,0.0
calg,1.034,-0.0002661537305643,-0.003818995367123712,-0.00383387953237,-0.00026614680505733415,0.0001057046716997,0.015095970400092196,0.0146726057502535,0.00010569217439049756,0.0,0.0,0.0,0.0
calg,1.0345,-0.0002661188371671,-0.003820912373419527,-0.0038340125917885,-0.0002661119567021244,0.0001055561600731,0.01510330672935628,0.0146726585283336,0.00010554366407813415,0.0,0.0,0.0,0.0
calg,1.035,-0.000266083845758,-0.0038228294462363532,-0.0038341456337114,-0.000266077009994439,0.0001054074698567,0.015110643084972397,0.0146727112320685,0.00010539497527795609,0.0,0.0,0.0,0.0
calg,1.0355,-0.000266048756521,-0.0038247465855655305,-0.0038342786580897,-0.0002660419655200878,0.0001052586011893,0.015117979466902964,0.0146727638613691,0.0001052461080239805,0.0,0.0,0.0,0.0
calg,1.036,-0.0002660135701836,-0.003826663791397955,-0.0038344116648748,-0.0002660068239256976,0.0001051095540639,0.015125315875111067,0.0146728164161461,0.00010509706233457073,0.0,0.0,0.0,0.0
calg,1.0365,-0.000265978288028,-0.0038285810637249673,-0.0038345446540188,-0.0002659715858514268,0.0001049603283349,0.015132652309559291,0.0146728688963103,0.00010494783823003903,0.0,0.0,0.0,0.0
calg,1.037,-0.0002659429097148,-0.0038304984025377964,-0.0038346776254736,-0.00026593625190616095,0.0001048109242798,0.015139988770210111,0.0146729213017724,0.00010479843573898294,0.0,0.0,0.0,0.0
calg,1.0375,-0.0002659074364438,-0.0038324158078271164,-0.0038348105791919,-0.00026590082271401704,0.0001046613417737,0.01514732525702639,0.0146729736324433,0.00010464885488619755,0.0,0.0,0.0,0.0
calg,1.038,-0.0002658718689764,-0.003834333279584712,-0.0038349435151264,-0.0002658652989049171,0.0001045115808027,0.01515466176997049,0.0146730258882337,0.00010449909569537562,0.0,0.0,0.0,0.0
