source,step,time,x,y,z,vx,vy,vz,ax,ay,az,wx,wy,wz,gap,normal_x,normal_y,normal_z,contact_force_x,contact_force_y,contact_force_z,contact_force,contacts,candidate_pairs
deep_ball_joint_pendulum_mesh_cpp,27,0.0055999999999999999,-6.1347663060651314e-11,-2.7315386064152847e-11,-0.07995931418306379,-3.0673878269044454e-07,-1.3657686093085005e-07,-0.054934915319256601,-0.0017143116752637588,-0.00068288430635403993,-9.8045327342635549,-2.8143650754414206e-07,5.6815163220433866e-07,-4.8961003076514394e-08,4.0685816936168962e-05,7.6889475292870118e-10,3.4235454480758946e-10,1,-0.00018459957646829148,0,0.011484165807827023,0.011485649363675333,148,196
deep_ball_joint_pendulum_mesh_cpp,28,0.0058000000000000005,-3.1460443972175511e-10,-1.450669792624204e-10,-0.079970692850577396,-1.266284050583831e-06,-5.8875919509819841e-07,-0.056893337566944313,-0.0047979859060365117,-0.0022609116776873763,-9.7921111754003789,-1.1749248527667475e-06,2.4678498853535845e-06,-5.3292505277906855e-08,2.9307149422564239e-05,3.9425000100134552e-09,1.8179227947552009e-09,1,3.7529612562943714e-05,8.3620563631682954e-08,0.037866435454612053,0.037866454052592674,148,196
deep_ball_joint_pendulum_mesh_cpp,29,0.0060000000000000001,-7.7791445507457979e-10,-3.6171542844298799e-10,-0.079982463135445825,-2.3165499124488639e-06,-1.083242030721339e-06,-0.058851424343941569,-0.0052515707770656077,-0.0024724141552077421,-9.7904338263434827,-2.1519440805778416e-06,4.546697481739794e-06,-5.7615664272722133e-08,1.7536864554127236e-05,9.7470767673975836e-09,4.532205558306301e-09,1,3.8131096036522354e-05,3.697278210039413e-07,0.041415727134121838,0.041415744689250966,148,196
deep_ball_joint_pendulum_mesh_cpp,30,0.0062000000000000006,-1.469814131516145e-09,-6.8590342433560991e-10,-0.07999462496909987,-3.459497980590124e-06,-1.6209398550839226e-06,-0.060809168270292591,-0.0057149633373099829,-0.0026884890725718427,-9.7887195775969769,-3.2143110897111652e-06,6.8085916766783584e-06,-6.193016204274633e-08,5.3750309000745771e-06,1.8413592791783097e-08,8.592886542120834e-09,0.99999999999999989,3.8882924720013329e-05,7.2665219324853712e-07,0.045043174630747376,0.045043191419190783,148,196
deep_ball_joint_pendulum_mesh_cpp,31,0.0064000000000000003,-2.4092314809820436e-09,-1.1264564420132572e-09,-0.080007178281493563,-4.6970866860558844e-06,-2.2027656721441624e-06,-0.062766561968331219,-0.0061881476837133209,-0.002909129013984324,-9.7869684406079642,-4.3638406756091216e-06,9.2574252139992138e-06,-6.623568123437708e-08,-7.1782814936474441e-06,3.0177696248437724e-08,1.4109835715341352e-08,0.99999999999999944,3.9795393864192719e-05,1.1591945331355653e-06,0.048748759379750914,0.048748775636747614,148,196
deep_ball_joint_pendulum_mesh_cpp,32,0.0066,-2.1952015512305412e-07,-1.0236982913441883e-07,-0.080019325386049112,-0.0010855545495593081,-0.00050621683110557009,-0.060735522493890359,-5.4043369908250618,-2.5200934061208216,10.155215072356484,-0.0009993089235892916,0.0021429172591775165,-6.8044877407213024e-08,-1.9325386416539675e-05,2.7492581233629819e-06,1.28207417938665e-06,0.99999999999539901,0.0028627070255857457,0.0013277516698982849,42.244220119116932,42.244220236979402,148,196
deep_ball_joint_pendulum_mesh_cpp,33,0.0068000000000000005,-6.2423499895547518e-07,-2.910945848325075e-07,-0.080031052090936194,-0.0020235739666302085,-0.00094362366047439001,-0.058633523395544764,-4.6901924921877987,-2.1870785532374013,10.510029020173713,-0.0019148802392422589,0.0041063621182349493,-6.9175387638272939e-08,-3.1052093906511141e-05,7.8167280875136848e-06,3.6451145849778284e-06,0.99999999996280597,0.65366037953348588,0.30480250139253307,43.353468097952671,43.359466931419107,148,196
deep_ball_joint_pendulum_mesh_cpp,34,0.0070000000000000001,-1.1854174663816774e-06,-5.5278149082432781e-07,-0.080042347041924478,-0.002805911818971084,-0.0013084342880590788,-0.056474752807658242,-3.9118255357450726,-1.8241166035307197,10.793900117635264,-0.0027421532576245512,0.0058804530599686254,-6.968665014599998e-08,-4.2347052634276352e-05,1.4841789770702171e-05,6.9209986733508318e-06,0.99999999986591059,1.3406341480087165,0.62514620013199118,44.332512221588253,44.357183719975033,148,196
deep_ball_joint_pendulum_mesh_cpp,35,0.0072000000000000007,-1.8703987046536641e-06,-8.7219668679083817e-07,-0.080053201393059437,-0.0034249053600213788,-0.0015970755912131432,-0.054271752249663366,-3.0951388255112469,-1.4432862324932938,11.015061122577231,-0.0034754494823703167,0.0074530122519020654,-6.9646199964078072e-08,-5.3201419718576187e-05,2.3414752030699798e-05,1.0918684231010249e-05,0.99999999966626585,2.0447684535990285,0.95349171300040247,45.188301756616035,45.244589070104084,148,196
deep_ball_joint_pendulum_mesh_cpp,36,0.0074000000000000003,-2.6459286944502391e-06,-1.2338353257146384e-06,-0.080063608504314099,-0.0038776487839831302,-0.0018081926514024707,-0.052035551473928188,-2.2639162283976333,-1.0556780704589623,11.181070697525712,-0.0041120707666611449,0.008818253220562372,-6.9126952994138687e-08,-6.3608557656947006e-05,3.3118932243890411e-05,1.5443868800250811e-05,0.99999999933231165,2.7486017798172133,1.2816965781881406,45.927216295893757,46.027239267116187,148,196
deep_ball_joint_pendulum_mesh_cpp,37,0.0076,-3.4790308706816875e-06,-1.6223200918208391e-06,-0.0800735636680725,-0.0041655093904672449,-0.001942423135263824,-0.049775812654380296,-1.4395227502526065,-0.67125480026775131,11.298766687986921,-0.0046519969043416374,0.0099761323432005656,-6.8204695028578415e-08,-7.3563760283241312e-05,4.3541334881659169e-05,2.030396894952143e-05,0.99999999884595048,3.4364576993211542,1.602450745005396,46.555093681492693,46.709247880927741,148,196
deep_ball_joint_pendulum_mesh_cpp,38,0.0078000000000000005,-4.3377516320691756e-06,-2.022750701921594e-06,-0.08008306386539904,-0.0042936020166548534,-0.0020021522157549418,-0.0475009792607421,-0.64069585716243016,-0.29875385013531669,11.374242674122913,-0.0050975578433833579,0.010931645916036074,-6.6955815166997692e-08,-8.3064008730650429e-05,5.4282005232069707e-05,2.5312481835381396e-05,0.99999999820637109,4.0946076269042759,1.9093524658522096,47.077269679267268,47.293559380867237,148,196
deep_ball_joint_pendulum_mesh_cpp,39,0.0080000000000000002,-5.1917998002276589e-06,-2.4210020902540319e-06,-0.080092107552178438,-0.0042702387920437509,-0.001991255986335832,-0.045218425461277509,0.11657793671811656,0.054370152891780071,11.412845307349452,-0.0054530910963903872,0.011694095476424814,-6.5455311161469682e-08,-9.2107757483039771e-05,6.496199916616451e-05,3.0292701521929188e-05,0.99999999743114543,4.7113696094910331,2.1969543616446581,47.498626517651317,47.782247049795743,148,196
deep_ball_joint_pendulum_mesh_cpp,40,0.0082000000000000007,-6.0130742133429615e-06,-2.8039704286636491e-06,-0.080100694474523226,-0.0041063698080840453,-0.0019148406390103959,-0.04293460242755081,0.81910852649353127,0.38196657844951254,11.41918978016143,-0.0057245940000934629,0.01227634207755442,-6.3775083170009211e-08,-0.00010069474988821369,7.5229948747406478e-05,3.508078062287096e-05,0.9999999965548968,5.2771484394735539,2.4607821257992675,47.823647576592109,48.176809897013477,148,196
deep_ball_joint_pendulum_mesh_cpp,41,0.0084000000000000012,-6.7760804260408314e-06,-3.1597674357217165e-06,-0.080108825512203274,-0.0038150286489926823,-0.0017789839094980802,-0.040655178460691922,1.4564779470692297,0.67917747419601737,11.397190700103796,-0.0059193794421126562,0.012694067997600171,-6.1982522121471188e-08,-0.00010882586184883153,8.4767238113420362e-05,3.9528143957054941e-05,0.9999999956260206,5.7844230980110343,2.6973286677474619,48.056475741253983,48.478448749814476,148,196
deep_ball_joint_pendulum_mesh_cpp,42,0.0086,-7.4582399217232309e-06,-3.4778645640817785e-06,-0.080116502548358615,-0.0034107949599693349,-0.0015904844674002718,-0.038385170407232071,2.0209552253769014,0.9423978591309371,11.35010562555091,-0.0060457425652158496,0.012965061989080295,-6.0139390134487489e-08,-0.0001165029719054521,9.3291834196307936e-05,4.350327501478256e-05,0.99999999470204937,6.2276880317442984,2.9040267286226844,48.20097317931981,48.688307476177414,148,196
deep_ball_joint_pendulum_mesh_cpp,43,0.0088000000000000005,-8.0400973146571575e-06,-3.7491896184502216e-06,-0.080123728363352575,-0.0029092843904382527,-0.001356624071865797,-0.036129064370518521,2.5073595455706976,1.1692119149043527,11.280588573792482,-0.0061126448112370103,0.013108541712147545,-5.8300983021520425e-08,-0.00012372885551868091,0.00010056084246806269,4.689290789780776e-05,0.99999999384428606,6.6033550548459479,3.0792031362749532,48.260780572221798,48.807670825137166,148,196
deep_ball_joint_pendulum_mesh_cpp,44,0.0090000000000000011,-8.5054327110117844e-06,-3.9661791492243137e-06,-0.080130506550332325,-0.0023266743929562031,-0.0010849464473273755,-0.033890924240743865,2.9128810106032894,1.3583094040704835,11.190750916289367,-0.006129420509651028,0.013144524514023261,-5.6515559166806069e-08,-0.00013050710106996832,0.0001063718787225988,4.9602667186388795e-05,0.99999999311229937,6.9096227667713483,3.2220179126655903,48.239374108074827,48.838115243602743,148,196
deep_ball_joint_pendulum_mesh_cpp,45,0.0091999999999999998,-8.8412877303212234e-06,-4.1227905849330893e-06,-0.080136841449858109,-0.0016792725278209266,-0.00078305598024984132,-0.03167448705354195,3.2368681518942268,1.5093865828288464,11.082227226369966,-0.0061055100771241332,0.013093255274896657,-5.482401456657515e-08,-0.00013684204490102862,0.00011056336425550653,5.1557205758123018e-05,0.99999999255879846,7.1463203047933197,3.3323914134535211,48.14011882639786,48.781613001733199,148,196
deep_ball_joint_pendulum_mesh_cpp,46,0.0094000000000000004,-9.037914666193414e-06,-4.2144785232442472e-06,-0.08014273810086231,-0.00098313215789718519,-0.00045843851455259869,-0.029483244636897814,3.4805910135774001,1.6230357241312103,10.95624383015755,-0.0060502227979520691,0.012974697689373966,-5.3259780678096466e-08,-0.00014273872262044021,0.00011301386373111861,5.2699896165722432e-05,0.99999999222529379,7.3147320312436941,3.4109225773822303,47.966317180242896,48.640592937930592,148,196
deep_ball_joint_pendulum_mesh_cpp,47,0.0096000000000000009,-9.0886589079325342e-06,-4.2381399017049626e-06,-0.080148202205168939,-0.00025371875052973992,-0.00011830574572886578,-0.027320511412862038,3.6469881486889366,1.7006271389442897,10.813688026749723,-0.0059725311213014564,0.012808093135159047,-5.1848919606143852e-08,-0.00014820283388531841,0.00011364059277217991,5.2992134817228524e-05,0.99999999213882462,7.4174094108852264,3.4588012024300308,47.721251950642738,48.417963152773616,148,196
deep_ball_joint_pendulum_mesh_cpp,48,0.0097999999999999997,-8.9897850762826748e-06,-4.192032922734068e-06,-0.080153240102847079,0.00049437153985439075,0.0002305360059550233,-0.025189478580435246,3.740405242981145,1.7441872935619793,10.655176178011466,-0.0058808974557842501,0.012611589231822918,-5.061038982125785e-08,-0.00015324071791959098,0.00011239722622199902,5.2412320022247457e-05,0.9999999923099061,7.4579758868027053,3.4777169572275759,47.408222901140235,48.117102138500783,148,196
deep_ball_joint_pendulum_mesh_cpp,49,0.01,-8.7402573908934578e-06,-4.0756746346737316e-06,-0.080157858755788236,0.00124764073313523,0.00058179251482820722,-0.023093255216383533,3.766332357352896,1.7562762829255236,10.481119115773252,-0.0057831335776798928,0.012401938339207439,-4.9556454993592335e-08,-0.00015785933715610584,0.00010927113860090451,5.0954565190509764e-05,0.99999999273172524,7.4409300359962618,3.4697675904024958,47.030576795943908,47.741825276073982,148,196
deep_ball_joint_pendulum_mesh_cpp,50,0.010200000000000001,-8.3414845780810376e-06,-3.8897219803088467e-06,-0.080162065737040433,0.0019938662919718464,0.00092976431087974341,-0.021034897090266035,3.7311459807440266,1.7398675472545133,10.291783568638984,-0.0056862920051064603,0.012194264606576133,-4.8693208768312721e-08,-0.00016206626654103514,0.00010428020549895602,4.8627207284043392e-05,0.99999999338051671,7.3714517000716286,3.4373685273485148,46.591730622846882,47.29633352587939,148,196
deep_ball_joint_pendulum_mesh_cpp,51,0.010400000000000001,-7.7970392436815805e-06,-3.6358409354966814e-06,-0.080165869223657427,0.0027222288297004066,0.0012694062302472122,-0.019017424199148533,3.6418612397469516,1.6982323249893028,10.087348562288096,-0.0055965880321339487,0.012001896771877678,-4.8021188552203996e-08,-0.00016586968627127968,9.746928968199768e-05,4.5451168171936286e-05,0.99999999421696451,7.2552151624310941,3.3831657529460895,46.095188052103175,46.785150626281336,148,196
deep_ball_joint_pendulum_mesh_cpp,52,0.0106,-7.1123610264345327e-06,-3.3165680871846681e-06,-0.080169277991023136,0.0034233931854415565,0.0015963652204064212,-0.017043828186730104,3.5058987423156824,1.6348309298692936,9.8679559968948851,-0.0055193505669785606,0.011836262731315552,-4.7536052753983731e-08,-0.00016927837594130399,8.8906527978135894e-05,4.1458223094543289e-05,0.99999999518842253,7.0982127999599482,3.309953578727133,45.54454933707293,46.213054345757264,148,196
deep_ball_joint_pendulum_mesh_cpp,53,0.010800000000000001,-6.2944521340008164e-06,-2.9351686583120595e-06,-0.080172301406898905,0.0040895465162129113,0.0019069981020178109,-0.015117070924178523,3.3308696659658161,1.5532125356973094,9.6337548387378469,-0.0054589994764900418,0.011706840951697191,-4.7229296985052242e-08,-0.00017230170836639937,7.8679526008057542e-05,3.6689226112488705e-05,0.99999999623171643,6.9065919915127356,3.2205985918900324,44.943515000814337,45.585006404033059,148,196
deep_ball_joint_pendulum_mesh_cpp,54,0.011000000000000001,-5.3515730170511366e-06,-2.4954945976388143e-06,-0.080174949423684749,0.0047143976081115788,0.0021983712469097506,-0.013240075597577082,3.1243818522692304,1.4569247566249395,9.3849385879016776,-0.005419046802783779,0.011621163076700126,-4.708898682927485e-08,-0.00017494964159287522,6.6891557181315443e-05,3.1192337546082857e-05,0.99999999727627886,6.6865074324919735,3.1179707883859411,44.295883779518796,44.906084702305485,148,196
deep_ball_joint_pendulum_mesh_cpp,55,0.0112,-4.2929450194961749e-06,-2.0018459224238616e-06,-0.080177232567675283,0.0052931419989481806,0.0024682443136841521,-0.011415711674336443,2.8938688597784274,1.3494339332433976,9.1217758847628971,-0.0054021189819803131,0.011584861572318434,-4.710048675322121e-08,-0.00017723270789502199,5.3657850913121775e-05,2.5021293008479336e-05,0.99999999824738495,6.4439903976629154,3.0048826091815344,43.605545383534235,44.181420528719961,148,196
deep_ball_joint_pendulum_mesh_cpp,56,0.0114,-3.1284658742330995e-06,-1.4588380518182342e-06,-0.080179161924358033,0.0058223977431288458,0.0027150402936015035,-0.009646775111556611,2.6464431680684521,1.2340566806235973,8.8446343020488598,-0.0054099970532816878,0.011601755952794692,-4.7247167256451338e-08,-0.00017916199882289917,3.9102042899648541e-05,1.8233748021945823e-05,0.99999999906928039,6.1848359237868475,2.884036332743289,42.876468711291707,43.41614250625134,148,196
deep_ball_joint_pendulum_mesh_cpp,57,0.011600000000000001,-1.8684429329424157e-06,-8.7127740916459473e-07,-0.080180749119064976,0.0063001167487864449,0.0029378041656595139,-0.0079359651281035622,2.3887740295603379,1.1139029298898688,8.553997528512669,-0.0054436717909963506,0.011673971009059989,-4.7511074889355582e-08,-0.0001807491456257545,2.3352848048437009e-05,1.08897264655408e-05,0.99999999966802922,5.9145083585637996,2.7579800319350887,42.112686198491204,42.615328249735036,148,196
deep_ball_joint_pendulum_mesh_cpp,58,0.0118,-5.2334803203601954e-07,-2.4404711425340953e-07,-0.080182006292542352,0.0067254765913938048,0.0031361524477602882,-0.0062858587937268543,2.1269898409253498,0.99183040352988205,8.2504762863459273,-0.0055034107136884601,0.011802080507938106,-4.7873552586548318e-08,-0.00018200629462619312,6.5410043963818806e-06,3.0501954077620472e-06,0.99999999997395583,5.6380652493741801,2.6290720829552212,41.318275011685287,41.783964025865615,148,196
deep_ball_joint_pendulum_mesh_cpp,59,0.012,8.9640305205029858e-07,4.1799585857177357e-07,-0.080182946071234107,0.0070987575727819276,0.0033102158677620489,-0.0046988845976504824,1.8666043578002138,0.87041020916286416,7.9348134368074303,-0.0055888340137131729,0.011985270021404589,-4.8315800492865195e-08,-0.00018294607734740376,-1.120345221339293e-05,-5.2242116003458813e-06,0.99999999992359512,5.3600991290983293,2.4994540198578497,40.497335803217844,40.926912175605601,148,196
deep_ball_joint_pendulum_mesh_cpp,60,0.012200000000000001,2.3806445176438595e-06,1.1101111041661449e-06,-0.080183581532286663,0.0074212095659755839,0.0034605772716095762,-0.0031772960506591839,1.6124656111853075,0.75190301909518198,7.6078838159321025,-0.0056989965968616118,0.012221512859154402,-4.8819395920881216e-08,-0.00018358157540407813,-2.9753556288558242e-05,-1.3874310761107758e-05,0.99999999946111473,5.0846964006036259,2.371031362123448,39.653969733314042,40.048885662613266,148,196
deep_ball_joint_pendulum_mesh_cpp,61,0.012400000000000001,3.9196266247570888e-06,1.8277522341250685e-06,-0.080183926163467423,0.0076949128805331619,0.0035882067431774849,-0.0017231462532713629,1.3687260003871364,0.63824512372184672,7.2706894065808898,-0.0058324736155593269,0.012507753493175452,-4.936678175369277e-08,-0.00018392628035022554,-4.8987624360770655e-05,-2.2843363777255919e-05,0.99999999853919674,4.8154122246753026,2.2454619045814872,38.792254439492467,39.154428849835135,148,196
deep_ball_joint_pendulum_mesh_cpp,62,0.0126,5.5041535336058933e-06,2.5666311515709639e-06,-0.080183993818347898,0.0079226370149305184,0.0036943957391875667,-0.00033826423219560065,1.1388317135111086,0.53104350079382823,6.9243505010175701,-0.0059874471102563881,0.012840093359901666,-4.9941505037609251e-08,-0.00018399404883227252,-6.8790909837520534e-05,-3.2077864802440371e-05,0.99999999711941068,4.5552600725872852,2.1241508474169639,37.916219596220181,38.247903466991254,148,196
deep_ball_joint_pendulum_mesh_cpp,63,0.012800000000000001,7.1256931611501928e-06,3.322769277842863e-06,-0.080183798667244732,0.0081077007540387228,0.0037806918513004373,0.00097576628620089879,0.92552944282831651,0.43157894637356314,6.5700935187442848,-0.0061617916312038112,0.013213974475693675,-5.0528479014507978e-08,-0.00018379905353630002,-8.9056962344918783e-05,-4.1528176289262478e-05,0.999999995172134,4.3067144515685651,2.0082520667052211,37.029822650100989,37.333478691768164,148,196
deep_ball_joint_pendulum_mesh_cpp,64,0.013000000000000001,8.7732121112488182e-06,4.0910216550227307e-06,-0.080183343163797438,0.0082375975456643411,0.0038412631889145881,0.0022775287417447043,0.64969757726879385,0.3029564048540998,6.5087530835708121,-0.0063680979463702856,0.013656397872836363,-5.1111504880324223e-08,-0.00018334374936937112,-0.00010964808246387487,-5.1130088525038821e-05,0.99999999268150608,4.0716725771811682,1.8986502172066575,36.770601228776783,37.044034674273654,148,196
deep_ball_joint_pendulum_mesh_cpp,65,0.0132,1.0436116719067523e-05,4.866448378229582e-06,-0.08018262683860472,0.0083145260465906576,0.0038771350197112737,0.0035816383452096307,0.38485633780858614,0.17945897076221443,6.5204895496424378,-0.006606321283712531,0.014167267590780564,-5.1680730867859745e-08,-0.00018262766720341769,-0.00013043207495515774,-6.0821958006054354e-05,0.99999998964408154,3.8613546004120165,1.8005773799985416,36.679613921735992,36.926226664785212,148,196
deep_ball_joint_pendulum_mesh_cpp,66,0.0134,1.2105588261743239e-05,5.6449372149783295e-06,-0.080181650506860103,0.0083473609646945151,0.0038924456993215482,0.00488167211375376,0.16438666479087818,0.076652394968058257,6.5001116298669386,-0.0068705871346053183,0.014733985744170987,-5.2226195963976129e-08,-0.00018165162177830114,-0.00015129892792926141,-7.0552485194112668e-05,0.99999998606549056,3.679688722457132,1.7158652778771675,36.536465861705757,36.761360698559471,148,196
deep_ball_joint_pendulum_mesh_cpp,67,0.013600000000000001,1.3774573681596403e-05,6.4231992765381718e-06,-0.080180416263577581,0.0083449306279587965,0.0038913119540361675,0.0061712309357753268,-0.011942986594959241,-0.0055713038532831643,6.4477385631968556,-0.0071550509989562246,0.015344018794128909,-5.2739775460160593e-08,-0.00018041770713397929,-0.00017216069224262296,-8.028065833862588e-05,0.99999998195785589,3.5265167208287429,1.644440122956166,36.341321543852686,36.549037676168226,148,196
deep_ball_joint_pendulum_mesh_cpp,68,0.013800000000000002,1.5437734735890274e-05,7.198745308058252e-06,-0.080178927466008132,0.0083158091005311515,0.0038777319429561126,0.0074440036100001904,-0.1454035841863609,-0.067804797821905613,6.363809784396274,-0.0074540284480636093,0.015985176469034929,-5.3215157749612886e-08,-0.0001789292792351203,-0.00019295084238662768,-8.9975455579836841e-05,0.9999999773371947,3.4009149494259665,1.585871204549135,36.094601345004662,36.289136890059254,148,196
deep_ball_joint_pendulum_mesh_cpp,69,0.014,1.7091361533466687e-05,7.969845367807038e-06,-0.080177188704495361,0.0082681381393800244,0.0038555022350890188,0.0086938246553941896,-0.23815632653092592,-0.11105588009996466,6.2490537826717825,-0.0077621067718563431,0.016645851193052875,-5.3647778739444166e-08,-0.00017719092702373133,-0.00021362319335919695,-9.9615339943156253e-05,0.99999997222095727,3.301307386518022,1.539423604481664,35.796977924683084,35.981829915035753,148,196
deep_ball_joint_pendulum_mesh_cpp,70,0.014200000000000001,1.8733256581610069e-05,8.7354747582216175e-06,-0.080175205763085899,0.0082094797339060908,0.0038281490475514353,0.0099147255414357878,-0.29309973715121118,-0.13667616357818377,6.1044552073425029,-0.0080742377362334507,0.017315217005268758,-5.4034720373630346e-08,-0.0001752084332063556,-0.00023415044997429429,-0.00010918758296457377,0.99999996662581869,3.2255812915035422,1.5041121288693151,35.449370341414657,35.627581809141617,148,196
