method,time,ux_m,vx_m_s,ax_raw_m_s2,ax_m_s2,uy_m,vy_m_s,ay_raw_m_s2,ay_m_s2,uz_m,vz_m_s,az_raw_m_s2,az_m_s2
calg,2.4442,-0.002489619897435,-0.4128513347623552,-10.339647684855878,-10.331904166638974,-0.0011698949605434,-0.1924862943005777,-4.817514818327404,-4.813892257650162,-0.00032171219819220054,0.0125043519811393,2.8998506561262065,2.9020550780049357
calg,2.4444,-0.002572588644431,-0.4149205438233262,-10.322707587788807,-10.314875097079947,-0.001208577871898,-0.1934503878034922,-4.809577688934481,-4.805917785787561,-0.0003190098752972881,0.0130938125147618,2.938734368196716,2.940899355814936
calg,2.4446000000000003,-0.002655970564486,-0.4169863109797787,-10.305340698725816,-10.297438818238218,-0.0012474532886841,-0.1944128686670634,-4.801440920240593,-4.797761544568447,-0.0003161879616521007,0.0136910760645068,2.9777363899310973,2.979932733763041
calg,2.4448000000000003,-0.0027397649522073,-0.4190485500883688,-10.287542466795,-10.279589762148715,-0.0012865208804177,-0.1953736966019614,-4.7931024245675165,-4.789420702719048,-0.00031324489226659813,0.0142961657717741,3.0168543860114783,3.019150595822851
calg,2.4450000000000003,-0.0028239710847912,-0.4211071740911096,-10.269308323348731,-10.261322216640242,-0.001325780308474,-0.1963328308994672,-4.784560107638704,-4.7808923552664115,-0.00031017909762669216,0.0149091042965765,3.0560859540408902,3.058547960705547
calg,2.4452000000000003,-0.00290858822184,-0.4231620950118575,-10.250633682370982,-10.242630340904032,-0.0013652312260023,-0.1972902304301766,-4.7758118688009095,-4.772173530959949,-0.00030698900379359795,0.0155299138037406,3.095428622673916,3.098119502051455
calg,2.4454,-0.0029936156051776,-0.4252132239528811,-10.231513940914503,-10.22350818075098,-0.0014048732778424,-0.1982458536427487,-4.7668556012598735,-4.763261199345164,-0.0003036730325051973,0.0161586159487279,3.134879849714965,3.137859568251357
calg,2.4456,-0.0030790524586642,-0.4272604710915461,-10.211944479671516,-10.203949683498863,-0.0014447061004398,-0.1991996585627154,-4.757689192377833,-4.75415227765374,-0.0003002296012814959,0.0167952318631082,3.1744370203691927,3.1777622019217553
calg,2.4458,-0.0031648979880112,-0.4293037456771421,-10.191920663675726,-10.18394871241658,-0.0014847293217604,-0.2001516027913627,-4.7483105240323775,-4.744843637488951,-0.00029665712353089957,0.017439782139711,3.21409744564674,3.2178211589055987
calg,2.446,-0.0032511513805944,-0.4313429560278414,-10.171437843020096,-10.16349906074923,-0.0015249425612063,-0.2011016435046804,-4.738717472982492,-4.735332111318259,-0.0002929540086633875,0.0180922868174499,3.2538583607120186,3.2580299268353032
calg,2.4462,-0.0033378118052675,-0.4333780095278788,-10.15048382128869,-10.142594465275936,-0.0015653454295295,-0.2020497374524209,-4.72890778322574,-4.72561449875068,-0.0002891186622033942,0.0187527653659179,3.2937155659894533,3.298381743162776
calg,2.4464,-0.0034248784130029,-0.4354088167653099,-10.128953195042726,-10.121228619407594,-0.0016059375295206,-0.2029958448244254,-4.718896585608202,-4.715687572602197,-0.00028514948283549224,0.0194212520186818,3.3337210680272644,3.338869612661879
calg,2.4466,-0.0035123503516617,-0.4374353621777604,-10.107483182049382,-10.099395185803994,-0.0016467184695213,-0.2039399933872663,-4.709025319789971,-4.7055480847395685,-0.00028104480822209454,0.0200980519060233,3.375277341430631,3.3794863243533695
calg,2.4468,-0.0036002267491557,-0.4394575460158229,-10.085514009920349,-10.077087808518662,-0.0016876878483398,-0.2048821354711259,-4.698915478358529,-4.695192771706327,-0.0002768029743829975,0.0207831732759272,3.416875205630608,3.420224467859241
calg,2.447,-0.0036885067131513,-0.4414752670436769,-10.063038264446284,-10.054300124644604,-0.0017288452551078,-0.2058222226897809,-4.688563487729777,-4.684618360118421,-0.00027242231607989276,0.0214766224789773,3.4585051815682246,3.461076449124249
calg,2.4472,-0.0037771893307831,-0.4434884226018653,-10.040048844992848,-10.031025775482961,-0.0017701902691428,-0.2067602059708264,-4.677965925314409,-4.673821571839677,-0.0002679011671741921,0.0221784040454575,3.500158175462009,3.502034505532756
calg,2.4474,-0.0038662736683833,-0.4454969086685265,-10.016538956917062,-10.007258417216358,-0.0018117224598172,-0.2076960355843356,-4.667119511756494,-4.662799128928535,-0.0002632378609821878,0.022888520760205,3.541825467607685,3.543090720374283
calg,2.4476,-0.0039557587712195,-0.4475006199188719,-9.992502102679728,-9.982991731098915,-0.0018534413864321,-0.2086296611706611,-4.656021106588027,-4.651547758361578,-0.0002584307306054967,0.0236069737352856,3.5834987014573194,3.5842370366666465
calg,2.4478,-0.004045643663247,-0.4494994497826754,-9.967932072010285,-9.95821943562918,-0.001895346598096,-0.2095610317673221,-4.644667703713465,-4.640064197687293,-0.00025347810925469005,0.0243337624801192,3.625169870903128,3.6254652708417785
calg,2.448,-0.0041359273468696,-0.4514932904998442,-9.942822932228896,-9.932935281938155,-0.0019374376336109,-0.2104900958350163,-4.63305642698446,-4.62834519285794,-0.0002483783305536891,0.0250688849690808,3.6668313076400527,3.6667670928003155
calg,2.4482,-0.0042266088027129,-0.4534820331739312,-9.917169018051363,-9.907133074177773,-0.0019797140213609,-0.2114168012826886,-4.621184525533014,-4.616387507700369,-0.00024312972883699935,0.0258123377063202,3.708475667278714,3.7081340733936607
calg,2.4484,-0.0043176869894074,-0.4554655678236697,-9.890964921620691,-9.880807042852544,-0.0020221752792068,-0.2123410954916943,-4.609049369209275,-4.604187936822107,-0.00023773063942748862,0.0265641157878345,3.7500959156073534,3.7495577746399724
calg,2.4486000000000003,-0.0044091608433811,-0.4574437834324093,-9.864205482113219,-9.853956283865058,-0.0020648209143853,-0.2132629253390013,-4.59664844381929,-4.591742478033,-0.00023217939891059802,0.0273242129605645,3.7916853137180264,3.7910270612835664
calg,2.4488000000000003,-0.0045010292786624,-0.4594165679955623,-9.836885775733828,-9.826549402467847,-0.0021076504234132,-0.2141822372194808,-4.583979346542509,-4.579030797108594,-0.0002264743453897905,0.0280926216785963,3.833237403554392,3.832463798885244
calg,2.4490000000000003,-0.0045932911866913,-0.4613838085659842,-9.809001105439767,-9.798581519293636,-0.0021506632919941,-0.2150989770672511,-4.571039781221479,-4.566050514094452,-0.0002206138187366008,0.0288693331563006,3.8747459925766448,3.873861509473267
calg,2.4492000000000003,-0.0046859454361391,-0.4633453912973613,-9.780546990954237,-9.770047973741434,-0.0021938589949313,-0.2160130903761086,-4.557827553785088,-4.552799352268313,-0.00021459616082689092,0.0296543374184384,3.91620513861954,3.9152139619319732
calg,2.4494,-0.0047789908727371,-0.4653012014855907,-9.751519158772288,-9.740944314868008,-0.0022372369960428,-0.2169245222190374,-4.544340567666936,-4.539275133751894,-0.00020841971577029161,0.0304476233471567,3.9576091343459945,3.9565151577414692
calg,2.4496,-0.004872426319114,-0.4672511236082119,-9.721913532448257,-9.711266292335345,-0.0022807967480818,-0.217833217266827,-4.530576819353758,-4.525475775353281,-0.00020208283013128936,0.0312491787259012,3.9989524918545847,3.9977593166276546
calg,2.4498,-0.0049662505746378,-0.4691950413619583,-9.691726274807058,-9.68100984748461,-0.0023245376926592,-0.218739119805827,-4.516534418217865,-4.511399284481105,-0.00019558385313898918,0.0320589902802819,4.040229938046958,4.038940862105555
calg,2.45,-0.0050604624152613,-0.4711328376621908,-9.6609534361642,-9.65017110461601,-0.0023684592601662,-0.2196421737380044,-4.502211422615952,-4.497043755154586,-0.00018892113691729162,0.0328770435840015,4.081435706776021,4.0800544070535025
calg,2.4502,-0.0051550605933793,-0.4730643947181461,-9.629591480052095,-9.618746362470157,-0.0024125608697063,-0.2205423226162319,-4.487606084673508,-4.482407364106567,-0.00018209303668099974,0.0337033232416032,4.122564953172269,4.121094739300096
calg,2.4504,-0.0052500438376984,-0.4749895940816517,-9.597637163458865,-9.58673208596991,-0.0024568419290279,-0.2214395096672724,-4.472716794782231,-4.467488367007052,-0.0001750979109102907,0.0345378129784115,4.163613292161998,4.162056807337054
calg,2.4506,-0.0053454108531066,-0.476908316655507,-9.565087256305507,-9.554124898225755,-0.0025013018344614,-0.2223336777960291,-4.457541951036959,-4.452285094808671,-0.00016793412153669196,0.0353804955915122,4.204576087542731,4.202935706161055
calg,2.4508,-0.0054411603205489,-0.4788204427223288,-9.531938672707962,-9.520921572841146,-0.002545939970857,-0.2232247695993133,-4.442080020377441,-4.436795950231204,-0.0001606000341225905,0.0362313529753661,4.245448831065859,4.243726663314318
calg,2.451,-0.0055372908969096,-0.4807258519718428,-9.498188463261908,-9.487119026525892,-0.0025907557115254,-0.2241127273789051,-4.426329535061553,-4.4210194043889075,-0.00015309401803949296,0.0370903661445261,4.286227127979098,4.284425025143152
calg,2.4512,-0.0056338012148982,-0.4826244235267435,-9.463833807850051,-9.452714312047794,-0.0026357484181823,-0.2249974931539582,-4.410289089380849,-4.404953993574854,-0.00014541444663779268,0.0379575152535908,4.326906683201064,4.325026243336554
calg,2.4514,-0.0057306898829405,-0.4845160359671419,-9.428872008650899,-9.417695182391006,-0.002680917440893,-0.2258790086727602,-4.393957336469624,-4.3885982698551365,-0.0001375596974179938,0.0388327796143871,4.367483287461427,4.365524357211187
calg,2.4516,-0.0058279554850761,-0.4864005673537428,-9.393300483731151,-9.382077699350685,-0.0027262621180213,-0.2267572154239151,-4.377332985385622,-4.371971199539198,-0.00012952815219290092,0.0397161377105284,4.407952804217568,4.406015573713607
calg,2.4518,-0.0059255965808573,-0.4882778952497516,-9.357116760814282,-9.34588308924905,-0.0027717817761793,-0.2276320546469466,-4.360414798272325,-4.355089226672154,-0.0001213181972550964,0.0406075672093471,4.4483111564932205,4.446586626104327
calg,2.452,-0.0060236117052551,-0.4901478967417007,-9.320318471769674,-9.30910695506836,-0.0028174757301798,-0.2285034673424114,-4.343201587856555,-4.337949885628545,-0.00011292822353418941,0.0415070449714069,4.488554314810027,4.487230111192149
calg,2.4522,-0.0061219993685664,-0.4920104484591628,-9.282903347165972,-9.271744766004812,-0.00286334328299,-0.2293713942815055,-4.325692214976084,-4.320550638512797,-0.00010435662675958857,0.0424145470575449,4.528678284818534,4.527938008331928
calg,2.4524,-0.0062207580563277,-0.4938654265935225,-9.244869211546224,-9.233791857691461,-0.0029093837256882,-0.2302357760152473,-4.307885586443173,-4.302884800227878,-9.560180761938875e-05,0.0433300487336598,4.568679096054801,4.568701381520767
calg,2.4526000000000003,-0.0063198862292302,-0.4957127069158657,-9.206213978993437,-9.195252124095521,-0.0029555963374208,-0.2310965528832598,-4.289780653043295,-4.284946348348096,-8.666217191719006e-05,0.0442535244732974,4.608552790911409,4.60953196144438
calg,2.4528000000000003,-0.0064193823230393,-0.4975521647940374,-9.166935649036404,-9.156120838337646,-0.003001980385362,-0.2319536650221811,-4.27137640769247,-4.2667324908943645,-7.753613073169241e-05,0.0451849479580924,4.648295413936537,4.650420581165582
calg,2.4530000000000003,-0.0065192447485171,-0.4993836752089899,-9.1270323031135,-9.1163928112119,-0.003048535124675,-0.232807052373755,-4.252671883854274,-4.248240527153204,-6.822210057629008e-05,0.0461242920762375,4.687903001959903,4.691356574579791
calg,2.4532000000000003,-0.0066194718913485,-0.5012071127705053,-9.086502101399688,-9.07606279846285,-0.0030952597984741,-0.2336566546926447,-4.2336661541263725,-4.229467727513418,-5.87185035553911e-05,0.0470715289190577,4.727371574638084,4.73232873387611
calg,2.4534,-0.0067200621120696,-0.5030223517323104,-9.045145268161725,-9.03512552559109,-0.0031421536377891,-0.234502411553975,-4.214357355671027,-4.21041134501937,-4.902376752979887e-05,0.0480266297757339,4.766665529986829,4.773325349795483
calg,2.4536,-0.0068210137608201,-0.5048293401054417,-9.003552014925521,-8.9935757117313,-0.0031892158786446,-0.2353443479475169,-4.195172091032224,-4.191068626568496,-3.91362419244895e-05,0.0489899868427059,4.807924680896813,4.814334251048519
calg,2.4538,-0.0069223251754933,-0.5066280166545802,-8.961826720313914,-8.951408092598546,-0.00323644575983,-0.2361824777121475,-4.176055389145839,-4.171436823684904,-2.9054206864789767e-05,0.0499619466590627,4.850944592059729,4.855342842802905
calg,2.454,-0.0070239946670109,-0.5084182465152058,-8.919427457012567,-8.908617442494545,-0.0032838425069149,-0.2370167347464157,-4.156608256302053,-4.1515132028592046,-1.87759513658875e-05,0.0509424648303011,4.893743124891202,4.896338144185846
calg,2.4542,-0.0071260205190497,-0.5101998934624598,-8.876347465829689,-8.865198595356068,-0.0033314053321102,-0.2378470522530054,-4.136827233185264,-4.131295055445357,-8.299774084799538e-06,0.0519314932133749,4.936301546711391,4.937306824733333
calg,2.4544,-0.0072284009877976,-0.511972820049255,-8.832580405471742,-8.821146464843888,-0.0033791334341422,-0.2386733628062289,-4.11662348069021,-4.110779707113368,2.376015969612899e-06,0.0529289801083643,4.978595790137883,4.978235239743892
calg,2.4546,-0.0073311343090182,-0.5137369241574626,-8.788302757944118,-8.776456063465783,-0.0034270259919904,-0.2394955676573606,-4.096009305306809,-4.089964526854406,1.3253116129902098e-05,0.0539349572807519,5.021055470557849,5.019109464490414
calg,2.4548,-0.0074342186906611,-0.515492066715969,-8.743330255390129,-8.731122520729471,-0.0034750821707149,-0.2403135972037991,-4.075050944508588,-4.068846935536054,2.4333212558610984e-05,0.0549493689413076,5.063237101688002,5.059915327238625
calg,2.455,-0.0075376523123482,-0.5172381060821303,-8.69765010306728,-8.685141100342825,-0.0035233011216156,-0.2411273826433418,-4.053748781813062,-4.047424414015445,3.5617978817903406e-05,0.0559721521530672,5.105104692764232,5.100638441074462
calg,2.4552,-0.007641433325207,-0.5189748997842427,-8.651258195531886,-8.638507216453798,-0.0035716819821489,-0.2419368547550503,-4.032100742626051,-4.025694510806381,4.71090752389991e-05,0.0570032408233714,5.146642473201808,5.1412642344796025
calg,2.4554,-0.0077455598517321,-0.5207023046518189,-8.604151077543108,-8.591216448946895,-0.0036202238758555,-0.2427419439602869,-4.010105057005848,-4.0036548493080195,5.88081483283015e-05,0.0580425658929996,5.187835617507884,5.181777980652377
calg,2.4556,-0.0078500299856693,-0.5224201769405687,-8.556325917595291,-8.543273986949451,-0.0036689259123016,-0.2435425803816158,-3.9877602490012647,-3.9813031809520716,7.071683021020458e-05,0.0590900555190012,5.2286702137752,5.222166330118452
calg,2.4558,-0.0079548417919251,-0.5241283724521828,-8.507780481943312,-8.494657027345133,-0.0037177871870291,-0.2443386938993412,-3.965065124830208,-3.958616990214659,8.283673810760561e-05,0.060145635250998,5.269133231059669,5.262313744675798
calg,2.456,-0.008059993306499,-0.5258267466489068,-8.458513108630273,-8.445337925638274,-0.0037668067815196,-0.2451302142056492,-3.942018760932629,-3.9355764343601445,9.516947385131147e-05,0.0612092282007119,5.30921248553496,5.302114151739237
calg,2.4562,-0.0081654825364373,-0.5275151547629991,-8.408522681861676,-8.395314987440647,-0.0038159837631658,-0.2459170708563914,-3.9186204921657577,-3.9121807326993276,0.00010771662342790034,0.062280755204656,5.348896606307265,5.3415556187350735
calg,2.4564,-0.0082713074598081,-0.529193451901048,-8.357808606410176,-8.344586998373547,-0.0038653171852546,-0.2466991933205005,-3.8948699000043057,-3.8884293384222275,0.00012047975655331278,0.0633601349797437,5.388175000040278,5.380626877839675
calg,2.4566000000000003,-0.0083774660256951,-0.5308614931432931,-8.306370782606022,-8.293153217392012,-0.0039148060869592,-0.2474765110271006,-3.8707668010049554,-3.864326010701633,0.00013346042628060995,0.0644472842718524,5.427037815731774,5.419317598706945
calg,2.4568000000000003,-0.0084839561542135,-0.5325191336379679,-8.25420958153084,-8.241004683307054,-0.0039644494933402,-0.2482489534103209,-3.8463112353579265,-3.839874004250994,0.00014666016863230935,0.0655421179971594,5.46547590862383,5.457596801702548
calg,2.4570000000000003,-0.0085907757365381,-0.534166228690825,-8.201325820916905,-8.188141404955578,-0.0040142464153546,-0.249016449951885,-3.821503455759692,-3.8150735068320487,0.00016008050226271053,0.0666445493763428,5.503480804489123,5.495454449873402
calg,2.4572000000000003,-0.0086979226349548,-0.5358026338499065,-8.14772074144388,-8.13456420666948,-0.0040641958498733,-0.2497789302215032,-3.7963439164639174,-3.7899247804601206,0.00017372292814420154,0.0677544900615341,5.541044663467838,5.532882058657853
calg,2.4574000000000003,-0.0088053946829228,-0.5374282049857063,-8.093395983754732,-8.080274324652791,-0.0041142967797075,-0.2505363239151378,-3.7708332626607826,-3.7644282834344787,0.00018758892927560333,0.0688718502561142,5.578160244266371,5.569871745899237
calg,2.4576,-0.0089131896851559,-0.5390427983668891,-8.038353566215404,-8.025270990676427,-0.00416454817364,-0.2512885608912113,-3.7449723201961103,-3.7385846747253972,0.00020167997041731223,0.069996538827426,5.614820868774389,5.606415859110488
calg,2.4578,-0.0090213054177151,-0.5406462707316553,-7.9825958632348355,-7.9695311564758375,-0.0042149489864648,-0.2520355712048045,-3.718762085546553,-3.712398833064946,0.00021599749784489974,0.0711284634123932,5.651020386601092,5.642529250965673
calg,2.458,-0.0091297396281167,-0.5422384793549365,-7.926125584469885,-7.913109054607012,-0.0042654981590333,-0.2527772851399257,-3.692203716201036,-3.685919720065193,0.00023054293912110058,0.0722675305161967,5.686753140391922,5.678528520822128
calg,2.4582,-0.009238490035452,-0.5438192821115985,-7.868945754862403,-7.85600447062018,-0.0043161946183055,-0.2535136332399305,-3.6652985214249054,-3.6591467396558244,0.00024531770288910293,0.0734136456041445,5.722013931803778,5.714404602041555
calg,2.4584,-0.0093475543305189,-0.5453885375357905,-7.811059695420577,-7.798217154915803,-0.0043670372774082,-0.2542445463361613,-3.638047953366168,-3.6320792636706023,0.00026032317868210364,0.0745667131868184,5.756797987908024,5.750147618433033
calg,2.4586,-0.009456930175965,-0.5469461048766103,-7.752471004859501,-7.739746847273291,-0.0044180250356974,-0.2549699555748802,-3.610453598557727,-3.604716648060086,0.0002755607367478097,0.0757266368986491,5.791100928350553,5.785746934462933
calg,2.4588,-0.0095666152064412,-0.5484918441502743,-7.693183542160045,-7.680593302157267,-0.0044691567788268,-0.2556897924425842,-3.5825171698433804,-3.57705824521216,0.00029103172788660925,0.0768933195701108,5.824918733465512,5.821191205281205
calg,2.459,-0.0096766070287646,-0.5500256161889718,-7.633201410009083,-7.620756313283251,-0.0045204313788203,-0.2564039887897861,-3.5542404987107403,-3.5491034155353156,0.0003067374833060077,0.0780666632937144,5.8582477132759365,5.856468426438384
calg,2.4592,-0.0097869032220908,-0.551547282686556,-7.572528939059245,-7.560235737249671,-0.0045718476941493,-0.257112476853329,-3.5256255280025655,-3.520851538589675,0.0003226793144831125,0.0792465694839457,5.891084477237707,5.891565983132875
calg,2.4594,-0.0098975013380948,-0.5530567062412876,-7.511170673181416,-7.499031516199628,-0.0046234045698142,-0.2578151892773384,-3.4966743050875784,-3.4923020237840907,0.00033885851304160663,0.0804329389314073,5.923425905270859,5.926470698891597
calg,2.4596,-0.0100083989011598,-0.5545537503957634,-7.449081064039442,-7.4371436994783675,-0.0046751008374298,-0.258512059132869,-3.467389274115137,-3.463454320625583,0.0003552763506351059,0.0816256718513041,5.95526199494416,5.961168883552873
calg,2.4598,-0.0101195934100362,-0.5560382869855262,-7.385789399382953,-7.374572464262275,-0.0047269353185975,-0.2592030363562201,-3.437857574131784,-3.4343079285087543,0.00037193410018621087,0.0828247746426644,5.987051442734086,5.995646380438775
calg,2.46,-0.0102310823559108,-0.5575102781749975,-7.322916342697962,-7.311318135149975,-0.0047789068623832,-0.2598882583245442,-3.4090037518354026,-3.404862406039305,0.00038883328224881275,0.0840314854900858,6.025117898045207,6.029888612637097
calg,2.4602,-0.0103428632008525,-0.5589695783775904,-7.259316844906765,-7.247381202702196,-0.0048310143032796,-0.2605676521699318,-3.3797861723358804,-3.3751173798839824,0.00040597539436530716,0.0852456894070852,6.062610191142952,6.063880628302373
calg,2.4604,-0.0104549333777359,-0.5604160416224027,-7.194989052069793,-7.182762340916247,-0.0048832564611512,-0.2612411447501772,-3.3502034964761056,-3.345072553138965,0.00042336190993380596,0.086467265731214,6.099499950528303,6.097607144871605
calg,2.4606,-0.0105672902902054,-0.5618495217619172,-7.12993214591741,-7.117462423642786,-0.004935632141203,-0.261908662766443,-3.3202549721834647,-3.3147277132188564,0.00044099427714459905,0.0876960884906674,6.135760636668192,6.131052592155341
calg,2.4608000000000003,-0.010679931312682,-0.563269872677972,-7.06414633516952,-7.051482539940679,-0.0049881401339689,-0.2625701328622732,-3.289940341198508,-3.284082739262906,0.00045887391799070976,0.0889320267630701,6.17136750291546,6.164201154220579
calg,2.4610000000000003,-0.0107928537904074,-0.5646769484796501,-6.997632815176517,-6.984824008377711,-0.0050407792153184,-0.2632254817172164,-3.25925981214418,-3.2531376090608015,0.0004770022273480057,0.0901749450257423,6.206297552924588,6.197036810020553
calg,2.4612000000000003,-0.0109060550395284,-0.5660706036924207,-6.930393724211713,-6.917488390280144,-0.0050935481464827,-0.2638746361363249,-3.2282140399012507,-3.2218924054981164,0.0004953805721229082,0.091424703496839,6.240529495073438,6.229543372701654
calg,2.4614000000000003,-0.011019532347215,-0.5674506934384596,-6.8624320993929935,-6.849477501953747,-0.0051464456740962,-0.2645175231356354,-3.1968041055466503,-3.1903473225307226,0.0005140102904673122,0.0926811584668767,6.274043694401011,6.2617045275828325
calg,2.4616,-0.0111332829718152,-0.568817073608143,-6.793751832608257,-6.780793425878559,-0.0051994705302551,-0.2651540700236444,-3.1650314963321087,-3.1585026706880237,0.0005328926910573017,0.0939441626201563,6.306822122153161,6.293503868730263
calg,2.4618,-0.0112473041430404,-0.5701696010227698,-6.72435762667745,-6.711440915736034,-0.0052526214325914,-0.2657842044787922,-3.1328980857427187,-3.1263588678916716,0.0005520290524348992,0.0952135653457037,6.338848303378358,6.324925273396268
calg,2.462,-0.0113615930621826,-0.5715081335885666,-6.654254951876531,-6.64144766039243,-0.0053058970843613,-0.2664078546229773,-3.100406113688114,-3.0939124153386994,0.0005714206224074064,0.0964892130373681,6.370107262765832,6.35593062701828
calg,2.4622,-0.0114761469023599,-0.5728325304421203,-6.583450003066552,-6.570764711118115,-0.0053592961745487,-0.2670249490911582,-3.0675581669392677,-3.061116029206796,0.0005910686175083085,0.0977709493828586,6.400585469362695,6.386180581044013
calg,2.4624,-0.0115909628087912,-0.574142652087319,-6.5119496573574445,-6.499398197255658,-0.0054128173779799,-0.2676354170970755,-3.0343571597795367,-3.027972275928293,0.0006109742225100107,0.0990586156414083,6.430270779757683,6.4156619639444346
calg,2.4626,-0.011706037899094,-0.5754383605240035,-6.439761432677921,-6.4273549020156615,-0.0054664593554517,-0.2682391884951817,-3.000806315043887,-2.9944840412236178,0.0006311385899933075,0.1003520509099923,6.459152380866462,6.444362922133704
calg,2.4628,-0.011821369263608,-0.5767195193684627,-6.366893447115247,-6.35464222547894,-0.0055202207538725,-0.2688361938388315,-2.9669091454827754,-2.9606545084484726,0.0006515628399638013,0.1016510923778938,6.48722073172056,6.472272866278134
calg,2.463,-0.0119369539657412,-0.5779859939660115,-6.293354379337709,-6.281268146738269,-0.0055741002064113,-0.2694263644348414,-2.9326694355991783,-2.9264871407904542,0.0006722480595221098,0.1029555755696238,6.514467505264952,6.499382416994008
calg,2.4632,-0.0120527890423365,-0.5792376514958106,-6.219153429960193,-6.207241186755567,-0.0056280963326599,-0.2700096323944832,-2.898091223894354,-2.8919856641865613,0.0006931953025734044,0.1042653345760766,6.540885529579077,6.5256833501677916
calg,2.4634,-0.0121688715040574,-0.5804743610682199,-6.14430028420492,-6.132566704070998,-0.005682207738802,-0.2705859306810433,-2.8631787856873,-2.8571541102534503,0.00071440558958831,0.1055802022740569,6.5664687297424456,6.551168083796
calg,2.4636,-0.012285198335793,-0.5816959938148667,-6.068805075602442,-6.057213238634562,-0.0057364330177937,-0.2711551931540259,-2.8279366163908883,-2.82200133950751,0.0007358799074003025,0.1069000105340988,6.591212069366894,6.575864829552888
calg,2.4638,-0.0124017664970779,-0.5829024229717072,-5.992678351046437,-5.9812153092313665,-0.0057907707495502,-0.2717173546101241,-2.7923694153917458,-2.7865784050444127,0.0007576192090432005,0.1082245904167527,6.615111492930281,6.60024701853307
calg,2.464,-0.0125185729225294,-0.5840935239553589,-5.91593103716724,-5.904579083375816,-0.0058452195011413,-0.2722723508210848,-2.7564820705193758,-2.750887487371562,0.0007796244136284991,0.1095537723574638,6.638163868796325,6.6243066783806
calg,2.4642,-0.0126356145222965,-0.5852691744329204,-5.838574407937351,-5.827310787731962,-0.0058997778269921,-0.2728201185685612,-2.7202796430654246,-2.714930770979266,0.0008018964062525002,0.1108873863401241,6.660366932585619,6.648034874009806
calg,2.4644,-0.012752888182523,-0.5864292543856163,-5.760620053795185,-5.749416726835127,-0.0059544442690931,-0.2733605956761076,-2.6837673534873283,-2.678710465620356,0.0008244360379412036,0.1122252620595891,6.681719232051778,6.6714217727166005
calg,2.4646,-0.0128703907658222,-0.5875736461664933,-5.682079852029873,-5.670903304835503,-0.0060092173572133,-0.2738937210384151,-2.646950567677919,-2.6422288180430513,0.0008472441256215102,0.1135672290732751,6.702220072502998,6.694456709258268
calg,2.4648000000000003,-0.0129881191117609,-0.5887022345524763,-5.602965938646243,-5.59177704647372,-0.00606409560912,-0.2744194346479325,-2.6098347839054146,-2.6054881221911836,0.0008703214521228048,0.1149131169421311,6.72186946370118,6.717128250693902
calg,2.4650000000000003,-0.0131060700373542,-0.5898149067910591,-5.523290681615439,-5.5120446463782615,-0.0061190775308029,-0.2749376776189905,-2.5724256203801263,-2.568489133297539,0.0008936687662040033,0.1162627553612205,6.740668067948802,6.739424174088702
calg,2.4652000000000003,-0.0132242403375675,-0.5909115526419104,-5.443066655539781,-5.4317145353856295,-0.0061741616167033,-0.275448392209562,-2.534728803462432,-2.531222087919699,0.0009172867826042069,0.1176159742801968,6.758617149574086,6.76133896081874
calg,2.4654000000000003,-0.0133426267858261,-0.5919920644136849,-5.362229587835745,-5.350802687312383,-0.0062293463499467,-0.2759515218407872,-2.4967514073059083,-2.4936764730274836,0.0009411761821160047,0.1189726040139805,6.775708901265782,6.782910186674515
calg,2.4656,-0.0134612261331882,-0.5930563302761022,-5.280009325227835,-5.269315662521997,-0.0062846302059707,-0.2764470280838252,-2.458595919881907,-2.455854930058455,0.0009653376445920014,0.1203326399071548,6.792675355295684,6.804123352514087
calg,2.4658,-0.0135800350952664,-0.5941041729663578,-5.19779531514115,-5.187260194260167,-0.0063400116894914,-0.276935057403769,-2.4211498726070664,-2.4177601916693905,0.0009897722136526094,0.1216979008928079,6.818848090736976,6.824963294995882
calg,2.466,-0.0136990503641867,-0.5951354750606983,-5.114996883710894,-5.104643210265975,-0.0063954892925799,-0.2774155465781286,-2.383388814612852,-2.3793950858244273,0.0010144808960910051,0.1230682028821666,6.844101160176489,6.845414260477366
calg,2.4662,-0.0138182686088534,-0.596150120461509,-5.031620743355616,-5.021471850630807,-0.006451061494754,-0.2778884328410697,-2.3453150694498968,-2.3407625437341375,0.0010394646604646035,0.1244433547474739,6.868399370979158,6.865459977443284
calg,2.4664,-0.01393768647526,-0.5971479946219219,-4.947674724233004,-4.937753483817374,-0.0065067267631015,-0.278353654042623,-2.306931754402166,-2.3018656075776853,0.0010647244358011065,0.1258231588846177,6.891710342205368,6.885083727335193
calg,2.4666,-0.0140573005868449,-0.5981289847746267,-4.863167795365338,-4.853495721062034,-0.0065624835524261,-0.2788111487639182,-2.2682425606561365,-2.26270743754293,0.0010902611104116056,0.1272074117642527,6.914004447132699,6.90426841361665
calg,2.4668,-0.01417710754489,-0.5990929801491744,-4.778110007080484,-4.7687064292084855,-0.0066183303054146,-0.2792608564221911,-2.2292517021546643,-2.2232913181398235,0.0011160755308170095,0.1285959044704655,6.9352547510148,6.922996628962705
