method,samples,total_variation_rad,max_jump_rad,mean_jump_rad,rms_jump_rad,notes
linear_face_normal,240,3.292147817208569,0.46610333139771176,0.013774677059450081,0.06154681531304497,piecewise-constant PL face normals along the sliding path
calg_smooth_normal_field,240,2.189214106533274,0.014019902766798514,0.009159891659135038,0.009445674786301627,analytic normals representing the curved-jet smooth normal field
