source,step,time,x,y,z,vx,vy,vz,ax,ay,az,wx,wy,wz,gap,normal_x,normal_y,normal_z,contact_force_x,contact_force_y,contact_force_z,contact_force,contacts,candidate_pairs
guide_slot_cpp,0,0.00050000000000000001,-0.70330042174371654,0.014779482903748803,0.091314707225553945,0.48893128109889061,0.01305771246814399,-0.2155132656152256,0,0,-9.8099999999999845,7.2363847406467755e-18,5.9055763059869397,0.36614573097119035,0.0019885236144843756,0.39634126915948514,-0.048454245269429118,0.91682374777075804,0,0,0,0,13,36
guide_slot_cpp,1,0.001,-0.70305595610316707,0.014786011759982875,0.091204498092746333,0.48893128109889061,0.01305771246814399,-0.22041826561522559,0,0,-9.8099999999999845,7.2363847406467755e-18,5.9055763059869397,0.36614573097119035,0.0019840272741370245,0.39635952789317952,-0.048477936759088402,0.91681460192117237,0,0,0,0,0,0
guide_slot_cpp,2,0.0015,-0.70281149046261759,0.014792540616216947,0.091091836459938721,0.48893128109889061,0.01305771246814399,-0.22532326561522559,0,0,-9.8099999999999845,7.2363847406467755e-18,5.9055763059869397,0.36614573097119035,0.0019772877516788974,0.3963770668838143,-0.048501229019129559,0.91680578730296969,0,0,0,0,0,0
guide_slot_cpp,3,0.002,-0.70256702482206812,0.014799069472451019,0.09097672232713111,0.48893128109889061,0.01305771246814399,-0.23022826561522558,0,0,-9.8099999999999845,7.2363847406467755e-18,5.9055763059869397,0.36614573097119035,0.0019683048881636938,0.39639388173951823,-0.048524121661437686,0.91679730591688746,0,0,0,0,0,0
guide_slot_cpp,4,0.0025000000000000001,-0.70232255918151865,0.014805598328685091,0.090859155694323498,0.48893128109889061,0.01305771246814399,-0.23513326561522557,0,0,-9.8099999999999845,7.2363847406467755e-18,5.9055763059869397,0.36614573097119035,0.0019570785221650769,0.3964099680405162,-0.048546614313136061,0.91678915977276287,0,0,0,0,0,0
guide_slot_cpp,5,0.0030000000000000001,-0.70207809354096917,0.014812127184919163,0.090739136561515887,0.48893128109889061,0.01305771246814399,-0.24003826561522557,0,0,-9.8099999999999845,7.2363847406467755e-18,5.9055763059869397,0.36614573097119035,0.0019436084897461001,0.39642532133913633,-0.048568706616261385,0.91678135088950519,0,0,0,0,13,36
guide_slot_cpp,6,0.0035000000000000001,-0.7018336279004197,0.014818656041153235,0.090616664928708276,0.48893128109889061,0.01305771246814399,-0.24494326561522556,0,0,-9.8099999999999845,7.2363847406467755e-18,5.9055763059869397,0.36614573097119035,0.0019279128569768685,0.39643993693584939,-0.048590397626680729,0.91677388142375704,0,0,0,0,0,0
guide_slot_cpp,7,0.0040000000000000001,-0.70158916225987022,0.014825184897387307,0.090491740795900666,0.48893128109889061,0.01305771246814399,-0.24984826561522555,0,0,-9.8099999999999845,7.2363847406467755e-18,5.9055763059869397,0.36614573097119035,0.0019099817814370792,0.39645381041497946,-0.0486116873391578,0.91676675335740854,0,0,0,0,0,0
guide_slot_cpp,8,0.0045000000000000005,-0.70134469661932075,0.014831713753621379,0.090364364163093056,0.48893128109889061,0.01305771246814399,-0.25475326561522554,0,0,-9.8099999999999845,7.2363847406467755e-18,5.9055763059869397,0.36614573097119035,0.0018898065335591649,0.39646693734449617,-0.048632575721443513,0.91675996867848319,0,0,0,0,0,0
guide_slot_cpp,9,0.0050000000000000001,-0.70110023097877128,0.014838242609855451,0.090234535030285445,0.48893128109889061,0.01305771246814399,-0.25965826561522554,0,0,-9.8099999999999845,7.2363847406467755e-18,5.9055763059869397,0.36614573097119035,0.0018673869391541086,0.3964793131653086,-0.048653062471845226,0.91675352944184296,0,0,0,0,0,0
guide_slot_cpp,10,0.0054999999999999997,-0.7008557653382218,0.014844771466089523,0.090102253397477836,0.48893128109889061,0.01305771246814399,-0.26456326561522553,0,0,-9.8099999999999845,7.2363847406467755e-18,5.9055763059869397,0.36614573097119035,0.0018427228213662413,0.39649093329050139,-0.048673147301806392,0.91674743771126188,0,0,0,0,16,36
guide_slot_cpp,11,0.0060000000000000001,-0.70061129969767233,0.014851300322323594,0.089967519264670226,0.48893128109889061,0.01305771246814399,-0.26946826561522552,0,0,-9.8099999999999845,7.2363847406467755e-18,5.9055763059869397,0.36614573097119035,0.0018158165473303324,0.39652029886287926,-0.048692405115612077,0.91673371393974057,0,0,0,0,0,0
guide_slot_cpp,12,0.0065000000000000006,-0.70036683405712286,0.014857829178557666,0.089830332631862617,0.48893128109889061,0.01305771246814399,-0.27437326561522551,0,0,-9.8099999999999845,7.2363847406467755e-18,5.9055763059869397,0.36614573097119035,0.0017866710383025051,0.39654989561150106,-0.048711235320910054,0.91671991133825526,0,0,0,0,0,0
guide_slot_cpp,13,0.0070000000000000001,-0.70012236841657338,0.014864358034791738,0.089690693499055008,0.48893128109889061,0.01305771246814399,-0.27927826561522551,0,0,-9.8099999999999845,7.2363847406467755e-18,5.9055763059869397,0.36614573097119035,0.0017552861162487708,0.39657872029098201,-0.048729660557973432,0.91670646272090384,0,0,0,0,0,0
