case,pair_id,step,time,d_hat,terrain_faces,body_faces,candidate_pairs,contacts,vtp
bearing_rotating_inner_cpp,bearing_outer,5000,2.5,0.01,8,8,64,56,bearing_rotating_inner_cpp_step5000_bearing_outer_detector_snapshot.vtp
