case,pair_id,step,time,d_hat,terrain_faces,body_faces,candidate_pairs,contacts,terrain_patch_vtp,body_patch_vtp,terrain_aabb_vtp,body_aabb_vtp,sdf_contact_points_vtp
bearing_rotating_inner_cpp,bearing_outer,5000,2.5,0.01,8,8,64,56,bearing_rotating_inner_cpp_step5000_bearing_outer_detector_snapshot_terrain_patch.vtp,bearing_rotating_inner_cpp_step5000_bearing_outer_detector_snapshot_body_patch.vtp,bearing_rotating_inner_cpp_step5000_bearing_outer_detector_snapshot_terrain_aabb.vtp,bearing_rotating_inner_cpp_step5000_bearing_outer_detector_snapshot_body_aabb.vtp,bearing_rotating_inner_cpp_step5000_bearing_outer_detector_snapshot_sdf_contact_points.vtp
