case,pair_id,step,time,response_samples,sdf_gap_active_samples,normal_force_active_samples,min_gap,max_normal_force,sdf_gap_active_terrain_vtp,sdf_gap_active_body_vtp,normal_force_active_terrain_vtp,normal_force_active_body_vtp,normal_force_active_normals_vtp
bearing_rotating_inner_cpp,bearing_outer,5000,2.5,4,4,4,-0.0002042647774771922,0.13995525083728347,bearing_rotating_inner_cpp_step5000_bearing_outer_detector_snapshot_sdf_gap_active_terrain_patch.vtp,bearing_rotating_inner_cpp_step5000_bearing_outer_detector_snapshot_sdf_gap_active_body_patch.vtp,bearing_rotating_inner_cpp_step5000_bearing_outer_detector_snapshot_normal_force_active_terrain_patch.vtp,bearing_rotating_inner_cpp_step5000_bearing_outer_detector_snapshot_normal_force_active_body_patch.vtp,bearing_rotating_inner_cpp_step5000_bearing_outer_detector_snapshot_normal_force_active_normals.vtp
