case,pair_id,step,time,d_hat,terrain_faces,body_faces,candidate_pairs,contacts,accepted_terrain_faces,accepted_body_faces,terrain_patch_vtp,body_patch_vtp,terrain_aabb_vtp,body_aabb_vtp,closest_segments_vtp,accepted_closest_segments_vtp,contact_segments_vtp,representative_normal_vtp
guide_slot_cpp,guide_track,2835,1.4175,0.017999999999999999,18,2,36,20,10,2,guide_slot_cpp_step2835_guide_track_detector_snapshot_terrain_patch.vtp,guide_slot_cpp_step2835_guide_track_detector_snapshot_body_patch.vtp,guide_slot_cpp_step2835_guide_track_detector_snapshot_terrain_aabb.vtp,guide_slot_cpp_step2835_guide_track_detector_snapshot_body_aabb.vtp,guide_slot_cpp_step2835_guide_track_detector_snapshot_closest_segments.vtp,guide_slot_cpp_step2835_guide_track_detector_snapshot_accepted_closest_segments.vtp,guide_slot_cpp_step2835_guide_track_detector_snapshot_contact_segments.vtp,guide_slot_cpp_step2835_guide_track_detector_snapshot_representative_normal.vtp
