case,pair_id,step,time,response_samples,sdf_gap_active_samples,normal_force_active_samples,min_gap,max_normal_force,sdf_gap_active_terrain_vtp,sdf_gap_active_body_vtp,normal_force_active_terrain_vtp,normal_force_active_body_vtp,normal_force_active_normals_vtp
bearing_rotating_inner_cpp,bearing_inner,5000,2.5,4,4,4,-0.00019986619644258633,0.13976643117230056,bearing_rotating_inner_cpp_step5000_bearing_inner_detector_snapshot_sdf_gap_active_terrain_patch.vtp,bearing_rotating_inner_cpp_step5000_bearing_inner_detector_snapshot_sdf_gap_active_body_patch.vtp,bearing_rotating_inner_cpp_step5000_bearing_inner_detector_snapshot_normal_force_active_terrain_patch.vtp,bearing_rotating_inner_cpp_step5000_bearing_inner_detector_snapshot_normal_force_active_body_patch.vtp,bearing_rotating_inner_cpp_step5000_bearing_inner_detector_snapshot_normal_force_active_normals.vtp
