case,pair_id,step,time,response_samples,sdf_gap_active_samples,normal_force_active_samples,min_gap,max_normal_force,sdf_gap_active_terrain_vtp,sdf_gap_active_body_vtp,normal_force_active_terrain_vtp,normal_force_active_body_vtp,normal_force_active_normals_vtp
guide_slot_cpp,guide_track,2835,1.4175,4,4,4,-2.5829748061944962e-05,9.5390270146260789,guide_slot_cpp_step2835_guide_track_detector_snapshot_sdf_gap_active_terrain_patch.vtp,guide_slot_cpp_step2835_guide_track_detector_snapshot_sdf_gap_active_body_patch.vtp,guide_slot_cpp_step2835_guide_track_detector_snapshot_normal_force_active_terrain_patch.vtp,guide_slot_cpp_step2835_guide_track_detector_snapshot_normal_force_active_body_patch.vtp,guide_slot_cpp_step2835_guide_track_detector_snapshot_normal_force_active_normals.vtp
