case,pair_id,step,time,response_samples,sdf_gap_active_samples,normal_force_active_samples,min_gap,max_normal_force,sdf_gap_active_terrain_vtp,sdf_gap_active_body_vtp,normal_force_active_terrain_vtp,normal_force_active_body_vtp,normal_force_active_normals_vtp
deep_ball_joint_pendulum_mesh_cpp,finite_socket_inner,6184,1.2368000000000001,4,4,4,-0.00052606354959762848,109.04221269864185,deep_ball_joint_pendulum_mesh_cpp_step6184_finite_socket_inner_detector_snapshot_sdf_gap_active_terrain_patch.vtp,deep_ball_joint_pendulum_mesh_cpp_step6184_finite_socket_inner_detector_snapshot_sdf_gap_active_body_patch.vtp,deep_ball_joint_pendulum_mesh_cpp_step6184_finite_socket_inner_detector_snapshot_normal_force_active_terrain_patch.vtp,deep_ball_joint_pendulum_mesh_cpp_step6184_finite_socket_inner_detector_snapshot_normal_force_active_body_patch.vtp,deep_ball_joint_pendulum_mesh_cpp_step6184_finite_socket_inner_detector_snapshot_normal_force_active_normals.vtp
