case,pair_id,step,time,d_hat,terrain_faces,body_faces,candidate_pairs,contacts,accepted_terrain_faces,accepted_body_faces,terrain_patch_vtp,body_patch_vtp,terrain_aabb_vtp,body_aabb_vtp,closest_segments_vtp,accepted_closest_segments_vtp,contact_segments_vtp,representative_normal_vtp
deep_ball_joint_pendulum_mesh_cpp,finite_socket_inner,6184,1.2368000000000001,0.012,18,18,206,148,18,18,deep_ball_joint_pendulum_mesh_cpp_step6184_finite_socket_inner_detector_snapshot_terrain_patch.vtp,deep_ball_joint_pendulum_mesh_cpp_step6184_finite_socket_inner_detector_snapshot_body_patch.vtp,deep_ball_joint_pendulum_mesh_cpp_step6184_finite_socket_inner_detector_snapshot_terrain_aabb.vtp,deep_ball_joint_pendulum_mesh_cpp_step6184_finite_socket_inner_detector_snapshot_body_aabb.vtp,deep_ball_joint_pendulum_mesh_cpp_step6184_finite_socket_inner_detector_snapshot_closest_segments.vtp,deep_ball_joint_pendulum_mesh_cpp_step6184_finite_socket_inner_detector_snapshot_accepted_closest_segments.vtp,deep_ball_joint_pendulum_mesh_cpp_step6184_finite_socket_inner_detector_snapshot_contact_segments.vtp,deep_ball_joint_pendulum_mesh_cpp_step6184_finite_socket_inner_detector_snapshot_representative_normal.vtp
