method,time,ux_m,vx_m_s,ax_m_s2,uy_m,vy_m_s,ay_m_s2,uz_m,vz_m_s,az_m_s2,gap_m,contact_force_N
calg,0.2324,0.0112289782385807,0.0925192667439466,0.3225685243003922,0.0052361585459062,0.043142442609585,0.15041617316102185,0.0006547698748626124,0.0159903670991853,0.190640476789676,-0.0001095341942457,22.59379869043437
calg,0.2326,0.0112474947324669,0.0925837645004312,0.32235980067944875,0.0052447929288075,0.0431725184073675,0.15031884373813847,0.0006579746732185004,0.0160286361506736,0.1909029659378709,-0.0001095304785387,22.5942084870721
calg,0.2328,0.0112660241171305,0.092648220554193,0.3221508517048878,0.005253433322777,0.0432025747588511,0.15022140923113747,0.0006611871342380032,0.0160669562278813,0.19116541004157234,-0.0001095267384804,22.594615130290173
calg,0.233,0.0112845663842199,0.0927126348501423,0.3219416771351688,0.0052620797239204,0.0432326116383469,0.15012386952738702,0.0006644072680710017,0.0161053270562388,0.19142780936630593,-0.0001095229743695,22.59501868253395
calg,0.2332,0.011303121525372,0.0927770073329437,0.3217322767411813,0.0052707321283378,0.0432626290200517,0.15002622452005035,0.0006676350848136003,0.0161437483677521,0.19169016438133954,-0.0001095191865589,22.59541921747449
calg,0.2334,0.0113216895322129,0.0928413379470515,0.32152265030708505,0.0052793905321244,0.043292626878064,0.1499284741084799,0.0006708705945100008,0.0161822199019691,0.1919524757558447,-0.0001095153754546,22.59581681977309
calg,0.2336,0.0113402703963573,0.0929056266367478,0.3213127976308068,0.0052880549313699,0.0433226051864021,0.14983061819844756,0.0006741138071540004,0.0162207414069155,0.1922147443547691,-0.0001095115415143,22.59621158473072
calg,0.2338,0.0113588641094088,0.0929698733461804,0.32110271852469086,0.0052967253221594,0.0433525639190217,0.14973265670244817,0.0006773647326909077,0.0162593126399992,0.19247697123375687,-0.0001095076852452,22.596603617945416
calg,0.234,0.0113774706629599,0.0930340780194012,0.3208924128162368,0.0053054017005722,0.0433825030498339,0.14963458954004266,0.0006806233810193046,0.0162979333688806,0.19273915763311864,-0.0001095038072024,22.59699303492449
calg,0.2342,0.0113960900485918,0.0930982406004029,0.32068188034835104,0.0053140840626826,0.043412422552722,0.14953641663797723,0.0006838897619939055,0.0163366033723095,0.19300130497192472,-0.0001094999079872,22.59737996070243
calg,0.2344,0.0114147222578746,0.09316236103316,0.3204711209801155,0.0053227724045595,0.0434423224015608,0.1494381379305408,0.0006871638854274026,0.0163753224409122,0.19326341484049925,-0.000109495988244,22.597764529298143
calg,0.2346,0.0114333672823671,0.0932264392616641,0.3202601345868861,0.0053314667222668,0.0434722025702333,0.14933975335961142,0.0006904457610929088,0.0164140903779464,0.1935254889933343,-0.0001094920486589,22.598146883331005
calg,0.2348,0.011452025113617,0.0932904752299624,0.32004892106092003,0.005340167011863,0.0435020630326482,0.1492412628749474,0.0006937353987271078,0.0164529070000043,0.19378752934047913,-0.0001094880899564,22.59852717344982
calg,0.235,0.0114706957431606,0.0933544688821962,0.3198374803114645,0.0053488732694018,0.0435319037627581,0.14914266643423013,0.0006970328080329047,0.0164917721376661,0.19404953793918975,-0.0001094841128972,22.59890555777576
calg,0.2352,0.0114893791625234,0.0934184201626385,0.3196258122652361,0.0053575854909313,0.0435617247345772,0.1490439640032872,0.0007003379986819103,0.0165306856361037,0.19431151698429197,-0.0001094801182752,22.599282201335253
calg,0.2354,0.0115080753632196,0.0934823290157269,0.31941391686626447,0.0053663036724943,0.0435915259221962,0.14894515555601898,0.0007036509803181046,0.0165696473556385,0.1945734687990979,-0.0001094761069147,22.599657275534287
calg,0.2356,0.0115267843367523,0.0935461953861036,0.31920179407649585,0.0053750278101288,0.0436213072998014,0.14884624107468106,0.0007069717625604044,0.0166086571722314,0.19483539582441092,-0.0001094720796672,22.600030957410983
calg,0.2358,0.0115455060746136,0.0936100192186472,0.3189894438753956,0.0053837578998675,0.0436510688416893,0.14874722054969772,0.0007103003550062992,0.0166477149779277,0.19509730060879812,-0.0001094680374087,22.600403429114557
calg,0.236,0.0115642405682848,0.0936738004585079,0.3187768662602574,0.0053924939377379,0.043680810522283,0.14864809397980702,0.0007136367672351124,0.0166868206812384,0.19535918579718684,-0.0001094639810359,22.60077487718185
calg,0.2362,0.011582987809236,0.0937375390511424,0.31856406124594244,0.0054012359197627,0.0437105323161485,0.14854886137193857,0.0007169810088110129,0.0167259742074588,0.19562105411995565,-0.0001094599114634,22.601145491847408
calg,0.2364,0.0116017477889266,0.0938012349423432,0.31835102886508354,0.0054099838419593,0.0437402341980084,0.1484495227413094,0.0007203330892864013,0.0167651754989344,0.195882908380892,-0.0001094558296203,22.60151546642739
calg,0.2366,0.0116205204988052,0.0938648880782666,0.3181377691675017,0.00541873770034,0.0437699161427551,0.14835007811115142,0.0007236930182062118,0.016804424515267,0.19614475144613264,-0.0001094517364468,22.60188499663869
calg,0.2368,0.0116393059303099,0.0939284984054676,0.31792428222028074,0.0054274974909124,0.0437995781254667,0.14825052751274656,0.0007270608051102995,0.0168437212334427,0.19640658623167673,-0.0001094476328905,22.602254279747907
calg,0.237,0.0116581040748679,0.0939920658709254,0.31771056810757853,0.0054362632096788,0.0438292201214191,0.14815087098533836,0.0007304364595377005,0.0168830656479119,0.19666841569109128,-0.0001094435199033,22.6026235139956
calg,0.2372,0.0116769149238961,0.0940555904220673,0.31749662692994374,0.005445034852637,0.0438588421060975,0.1480511085758132,0.0007338199910295051,0.016922457770605,0.19693024280383947,-0.000109439398438,22.60299289787856
calg,0.2374,0.0116957384688009,0.0941190720067964,0.3172824588041811,0.0054538124157797,0.0438884440552085,0.14795124033863846,0.0007372114091330068,0.0169618976308785,0.19719207056252455,-0.0001094352694444,22.603362629364376
calg,0.2376,0.0117145747009783,0.0941825105735124,0.31706806386270725,0.0054625958950948,0.0439180259446905,0.1478512663355608,0.0007406107234048109,0.0170013852754057,0.1974539019608721,-0.0001094311338664,22.603732905253327
calg,0.2378,0.0117334236118143,0.0942459060711367,0.3168534422532695,0.0054713852865655,0.0439475877507253,0.14775118663547582,0.0007440179434139021,0.0170409207679939,0.1977157399810237,-0.000109426992638,22.604103920371312
calg,0.238,0.0117522851926846,0.0943092584491254,0.31663859413838696,0.0054801805861701,0.0439771294497438,0.1476510013141673,0.0007474330787460015,0.0170805041893597,0.19797758758127873,-0.0001094228466807,22.604475867047203
calg,0.2382,0.0117711594349549,0.0943725676574953,0.31642351969438653,0.0054889817898827,0.0440066510184384,0.14755071045385743,0.0007508561390057039,0.0171201356368169,0.1982394476845308,-0.0001094186968989,22.604848934180463
calg,0.2384,0.0117900463299813,0.0944358336468302,0.3162082191112718,0.0054977888936722,0.044036152433766,0.14745031414314644,0.0007542871338207108,0.0171598152239348,0.19850132316538657,-0.0001094145441785,22.605223306845048
calg,0.2386,0.0118089458691097,0.0944990563683025,0.3159926925917908,0.0055066018935034,0.0440656336729579,0.14734981247657766,0.0007577260728446056,0.0171995430801107,0.19876321683871012,-0.0001094103893817,22.60559916536378
calg,0.2388,0.0118278580436766,0.094562235773682,0.31577694035059056,0.0055154207853364,0.0440950947135241,0.1472492055542424,0.0007611729657596017,0.0172393193501008,0.19902513144822814,-0.0001094062333451,22.605976684811644
calg,0.239,0.011846782845009,0.0946253718153453,0.315560962613668,0.0055242455651268,0.0441245355332573,0.14714849348152492,0.0007646278222803032,0.0172791441934948,0.19928706965482224,-0.0001094020768766,22.60635603437585
calg,0.2392,0.0118657202644245,0.0946884644462848,0.31534475961757374,0.0055330762288259,0.0441539561102375,0.14704767636873034,0.0007680906521555092,0.0173190177841321,0.1995490340254519,-0.0001093979207518,22.6067373767035
calg,0.2394,0.0118846702932312,0.0947515136201126,0.3151283316083097,0.0055419127723807,0.0441833564228337,0.14694675433057136,0.0007715614651720021,0.0173589403094737,0.19981102702295558,-0.0001093937657121,22.60712086737912
calg,0.2396,0.0119036329227284,0.0948145192910668,0.3149116788407041,0.0055507551917341,0.0442127364497068,0.1468457274858766,0.0007750402711563104,0.017398911969917,0.20007305099532083,-0.0001093896124612,22.60750665429907
